PID,BIAS,RELATEDNESS,REPS,POSITION,CUE,DomRel,DomUnrel,SubRel,SubUnrel,ANSWER,MS,TICS,MS.3.STDEV,1.5.IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max
37,subordinate,unrelated,long,33,GRAIN,GRAIN -- WHEAT,GRAIN -- DISCO,GRAIN -- SAND,GRAIN -- PUNK,C,3546,213,3546,,,,,,,,,,,
37,subordinate,unrelated,short,23,NOTE,NOTE -- MEMO,NOTE -- MICE,NOTE -- MUSIC,NOTE -- DREAM,C,1143,69,1143,1143,,,,,,,,,,
37,subordinate,unrelated,short,24,PUPIL,PUPIL -- STUDENT,PUPIL -- OPINION,PUPIL -- EYE,PUPIL -- BAG,C,1320,79,1320,1320,,,,,,,,,,
37,subordinate,unrelated,short,21,MASS,MASS -- WEIGHT,MASS -- DOLLAR,MASS -- CHURCH,MASS -- PRISON,C,1415,85,1415,1415,,,,,,,,,,
37,subordinate,unrelated,short,25,POKER,POKER -- CHIPS,POKER -- SALAD,POKER -- FIRE,POKER -- DEAR,C,1558,94,1558,1558,,,,,,,,,,
37,subordinate,unrelated,short,27,CRICKET,CRICKET -- INSECT,CRICKET -- LOTION,CRICKET -- SPORT,CRICKET -- SHORE,C,1742,104,1742,1742,,,,,,,,,,
37,subordinate,unrelated,short,20,KEY,KEY -- LOCK,KEY -- AUNT,KEY -- PIANO,KEY -- PILLS,C,1766,106,1766,1766,,,,,,,,,,
37,subordinate,unrelated,short,26,SHOCK,SHOCK -- SURPRISE,SHOCK -- UPSTAIRS,SHOCK -- STATIC,SHOCK -- RIBBON,C,1786,107,1786,1786,,,,,,,,,,
37,subordinate,unrelated,short,22,IRON,IRON -- METAL,IRON -- DRAMA,IRON -- CLOTHES,IRON -- MISTAKE,C,1791,108,1791,1791,,,,,,,,,,
37,subordinate,unrelated,short,19,NET,NET -- SOCCER,NET -- EMPIRE,NET -- PROFIT,NET -- RHYTHM,C,3046,182,3046,3046,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,
38,dominant,related,long,59,BALL,BALL -- BOUNCE,BALL -- RANSOM,BALL -- DANCE,BALL -- SENSE,M,1316,79,1316,1316,,,,,,,,,,
38,dominant,related,long,63,SHOWER,SHOWER -- BATH,SHOWER -- LIPS,SHOWER -- RAIN,SHOWER -- RISK,M,1467,88,1467,1467,,,,,,,,,,
38,dominant,related,long,56,YARN,YARN -- WOOL,YARN -- FERN,YARN -- STORY,YARN -- HANDS,M,1931,116,1931,1931,,,,,,,,,,
38,dominant,related,long,58,COAT,COAT -- JACKET,COAT -- ENERGY,COAT -- PAINT,COAT -- GHOST,M,2201,132,2201,2201,,,,,,,,,,
38,dominant,related,long,61,JOINT,JOINT -- ELBOW,JOINT -- MINES,JOINT -- MARIJUANA,JOINT -- ORCHESTRA,M,2442,146,2442,2442,,,,,,,,,,
38,dominant,related,long,60,STRAW,STRAW -- HAY,STRAW -- DOT,STRAW -- DRINK,STRAW -- DEATH,M,2457,148,2457,2457,,,,,,,,,,
38,dominant,related,long,57,SEAL,SEAL -- ANIMAL,SEAL -- BRIDGE,SEAL -- ENVELOPE,SEAL -- DYNAMITE,M,2953,177,2953,2953,,,,,,,,,,
38,dominant,related,long,62,MARBLE,MARBLE -- STONE,MARBLE -- GUEST,MARBLE -- ROUND,MARBLE -- BOOKS,C,3348,201,3348,3348,,,,,,,,,,
38,dominant,related,long,55,FAN,FAN -- AIR,FAN -- WAR,FAN -- SPORTS,FAN -- CLOSET,M,3938,236,3938,3938,,,,,,,,,,
38,dominant,related,short,49,POOL,POOL -- WATER,POOL -- PHONE,POOL -- BILLIARDS,POOL -- PORCUPINE,M,1582,95,1582,1582,,,,,,,,,,
38,dominant,related,short,53,FAULT,FAULT -- BLAME,FAULT -- PANTS,FAULT -- EARTHQUAKE,FAULT -- LABORATORY,M,1712,102,1712,1712,,,,,,,,,,
38,dominant,related,short,48,PALM,PALM -- HAND,PALM -- DOOR,PALM -- TREE,PALM -- SUIT,M,1894,113,1894,1894,,,,,,,,,,
38,dominant,related,short,51,RULER,RULER -- MEAURE,RULER -- CANDLES,RULER -- KING,RULER -- SIGN,M,1990,119,1990,1990,,,,,,,,,,
38,dominant,related,short,46,TIP,TIP -- GRATUITY,TIP -- SINKHOLE,TIP -- POINT,TIP -- PARTY,M,2166,130,2166,2166,,,,,,,,,,
38,dominant,related,short,47,CALF,CALF -- COW,CALF -- BAY,CALF -- LEG,CALF -- TEA,M,2342,141,2342,2342,,,,,,,,,,
38,dominant,related,short,50,FOOT,FOOT -- TOE,FOOT -- NAP,FOOT -- INCH,FOOT -- CLAY,M,2422,145,2422,2422,,,,,,,,,,
38,dominant,related,short,54,BATTERY,BATTERY -- ACID,BATTERY -- MENU,BATTERY -- ASSAULT,BATTERY -- COOKIES,M,3181,191,3181,3181,,,,,,,,,,
38,dominant,related,short,52,HABIT,HABIT -- CUSTOM,HABIT -- GALAXY,HABIT -- NUN,HABIT -- JAW,M,4078,244,4078,4078,,,,,,,,,,
38,dominant,unrelated,long,8,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,C,1241,75,1241,1241,,,,,,,,,,
38,dominant,unrelated,long,6,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,C,1688,101,1688,1688,,,,,,,,,,
38,dominant,unrelated,long,3,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,C,1961,118,1961,1961,,,,,,,,,,
38,dominant,unrelated,long,2,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,C,2330,139,2330,2330,,,,,,,,,,
38,dominant,unrelated,long,9,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,C,2393,143,2393,2393,,,,,,,,,,
38,dominant,unrelated,long,1,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,C,3075,185,3075,3075,,,,,,,,,,
38,dominant,unrelated,long,7,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,C,3243,194,3243,3243,,,,,,,,,,
38,dominant,unrelated,long,5,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,C,3786,227,3786,3786,,,,,,,,,,
38,dominant,unrelated,long,4,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,3947,237,3947,3947,,,,,,,,,,
38,dominant,unrelated,short,68,CLUB,CLUB -- PEOPLE,CLUB -- MINUTE,CLUB -- WOOD,CLUB -- WIRE,C,1159,70,1159,1159,,,,,,,,,,
38,dominant,unrelated,short,71,RACKET,RACKET -- TENNIS,RACKET -- RUBBER,RACKET -- NOISE,RACKET -- MODEL,M,2028,121,2028,2028,,,,,,,,,,
38,dominant,unrelated,short,65,CLOG,CLOG -- DRAIN,CLOG -- LASER,CLOG -- SHOE,CLOG -- FARM,C,2263,136,2263,2263,,,,,,,,,,
38,dominant,unrelated,short,69,SCALE,SCALE -- HEAVY,SCALE -- TEETH,SCALE -- FISH,SCALE -- COPS,C,2872,172,2872,2872,,,,,,,,,,
38,dominant,unrelated,short,67,BANK,BANK -- VAULT,BANK -- BACON,BANK -- RIVER,BANK -- QUEEN,C,3229,194,3229,3229,,,,,,,,,,
38,dominant,unrelated,short,66,HORN,HORN -- TRUMPET,HORN -- CHIMNEY,HORN -- ANTLER,HORN -- VANDAL,C,3600,216,3600,3600,,,,,,,,,,
38,dominant,unrelated,short,64,GAS,GAS -- PETROLEUM,GAS -- HOUSEWORK,GAS -- SOLID,GAS -- PURSE,C,4031,242,4031,4031,,,,,,,,,,
38,dominant,unrelated,short,72,DEGREE,DEGREE -- COLLEGE,DEGREE -- WEDDING,DEGREE -- TEMPERATURE,DEGREE -- DESCRIPTION,C,4296,258,4296,4296,,,,,,,,,,
38,dominant,unrelated,short,70,STAFF,STAFF -- WORK,STAFF -- NAME,STAFF -- STICK,STAFF -- FLOOR,C,5127,308,5127,5127,,,,,,,,,,
38,filler,related,long,77,FEATHERS,FEATHERS -- BIRD,,,,M,707,42,707,707,,,,,,,,,,
38,filler,related,long,88,BUZZ,BUZZ -- BEE,,,,M,961,58,961,961,,,,,,,,,,
38,filler,related,long,94,SHORE,SHORE -- BEACH,,,,M,1752,106,1752,1752,,,,,,,,,,
38,filler,related,long,95,REFLECT,REFLECT -- MIRROR,,,,M,1819,110,1819,1819,,,,,,,,,,
38,filler,related,long,79,FOREST,FOREST -- TREE,,,,M,1848,111,1848,1848,,,,,,,,,,
38,filler,related,long,89,LOAF,LOAF -- BREAD,,,,M,2083,125,2083,2083,,,,,,,,,,
38,filler,related,long,91,GROVE,GROVE -- ORANGE,,,,M,2236,134,2236,2236,,,,,,,,,,
38,filler,related,long,100,ATLAS,ATLAS -- MAP,,,,M,2243,135,2243,2243,,,,,,,,,,
38,filler,related,long,97,CONTACT,CONTACT -- TOUCH,,,,M,2602,156,2602,2602,,,,,,,,,,
38,filler,related,long,82,WEARY,WEARY -- TIRED,,,,M,2762,165,2762,2762,,,,,,,,,,
38,filler,related,long,90,PASTURE,PASTURE -- GRAZE,,,,M,2905,174,2905,2905,,,,,,,,,,
38,filler,related,long,86,BOULDER,BOULDER -- ROCK,,,,M,2907,174,2907,2907,,,,,,,,,,
38,filler,related,long,93,LENS,LENS -- GLASSES,,,,M,3224,193,3224,3224,,,,,,,,,,
38,filler,related,long,83,UNHAPPY,UNHAPPY -- SAD,,,,M,4418,265,4418,4418,,,,,,,,,,
38,filler,related,long,74,FORGIVE,FORGIVE -- FORGET,,,,C,16058,963,,,,,,,,,,,,
38,filler,related,short,75,CAVITY,CAVITY -- TOOTH,,,,M,582,35,582,582,,,,,,,,,,
38,filler,related,short,85,MINTS,MINTS -- CANDY,,,,M,822,49,822,822,,,,,,,,,,
38,filler,related,short,76,ASTRONOMY,ASTRONOMY -- STAR,,,,M,854,51,854,854,,,,,,,,,,
38,filler,related,short,92,SPARE,SPARE -- TIRE,,,,M,1017,61,1017,1017,,,,,,,,,,
38,filler,related,short,84,DISLIKE,DISLIKE -- HATE,,,,M,1052,63,1052,1052,,,,,,,,,,
38,filler,related,short,101,BITTER,BITTER -- SWEET,,,,M,1335,80,1335,1335,,,,,,,,,,
38,filler,related,short,96,CONCLUDE,CONCLUDE -- END,,,,M,1509,91,1509,1509,,,,,,,,,,
38,filler,related,short,80,SOLE,SOLE -- SHOES,,,,M,1525,92,1525,1525,,,,,,,,,,
38,filler,related,short,87,ROW,ROW -- BOAT,,,,M,1589,96,1589,1589,,,,,,,,,,
38,filler,related,short,98,INJURY,INJURY -- HURT,,,,M,1702,102,1702,1702,,,,,,,,,,
38,filler,related,short,99,ATOM,ATOM -- BOMB,,,,M,1942,117,1942,1942,,,,,,,,,,
38,filler,related,short,73,JOURNEY,JOURNEY -- TRIP,,,,M,2030,122,2030,2030,,,,,,,,,,
38,filler,related,short,102,STORY,STORY -- BOOK,,,,M,2671,160,2671,2671,,,,,,,,,,
38,filler,related,short,81,FLESH,FLESH -- SKIN,,,,M,4600,276,4600,4600,,,,,,,,,,
38,filler,related,short,78,EASY,EASY -- HARD,,,,C,9102,546,9102,,,,,,,,,,,
38,filler,unrelated,long,120,STRAIN,STRAIN -- SONG,,,,C,993,59,993,993,,,,,,,,,,
38,filler,unrelated,long,119,MORTAL,MORTAL -- FLAG,,,,C,1330,80,1330,1330,,,,,,,,,,
38,filler,unrelated,long,106,BED,BED -- EGG,,,,C,1377,82,1377,1377,,,,,,,,,,
38,filler,unrelated,long,113,FRAME,FRAME -- SHORT,,,,C,1761,105,1761,1761,,,,,,,,,,
38,filler,unrelated,long,125,MARGIN,MARGIN -- MEDICINE,,,,C,1825,109,1825,1825,,,,,,,,,,
38,filler,unrelated,long,115,JURY,JURY -- KISS,,,,C,1969,118,1969,1969,,,,,,,,,,
38,filler,unrelated,long,127,PENALTY,PENALTY -- GUITAR,,,,C,2168,130,2168,2168,,,,,,,,,,
38,filler,unrelated,long,108,BASKET,BASKET -- SMART,,,,C,2816,169,2816,2816,,,,,,,,,,
38,filler,unrelated,long,114,UNCLE,UNCLE -- GIRAFFE,,,,C,3066,184,3066,3066,,,,,,,,,,
38,filler,unrelated,long,123,MASON,MASON -- KNEE,,,,C,3107,186,3107,3107,,,,,,,,,,
38,filler,unrelated,long,105,FELLOW,FELLOW -- RUB,,,,C,3625,218,3625,3625,,,,,,,,,,
38,filler,unrelated,long,116,DITCH,DITCH -- SHEETS,,,,C,3747,225,3747,3747,,,,,,,,,,
38,filler,unrelated,long,117,WARRANT,WARRANT -- SICK,,,,C,4057,244,4057,4057,,,,,,,,,,
38,filler,unrelated,long,107,RAIN,RAIN -- MONEY,,,,C,5131,308,5131,5131,,,,,,,,,,
38,filler,unrelated,long,111,LOCATION,LOCATION -- LUNCH,,,,M,8546,513,8546,,,,,,,,,,,
38,filler,unrelated,short,128,LIME,LIME -- WING,,,,C,966,58,966,966,,,,,,,,,,
38,filler,unrelated,short,109,ARMY,ARMY -- QUESTION,,,,C,2374,143,2374,2374,,,,,,,,,,
38,filler,unrelated,short,118,LAWYER,LAWYER -- AIRPLANE,,,,C,2414,145,2414,2414,,,,,,,,,,
38,filler,unrelated,short,126,SPONSOR,SPONSOR -- POET,,,,C,2559,154,2559,2559,,,,,,,,,,
38,filler,unrelated,short,124,COIN,COIN -- DETAIL,,,,C,2615,157,2615,2615,,,,,,,,,,
38,filler,unrelated,short,103,STEEL,STEEL -- FAST,,,,C,2639,158,2639,2639,,,,,,,,,,
38,filler,unrelated,short,112,CREST,CREST -- CAT,,,,C,2719,163,2719,2719,,,,,,,,,,
38,filler,unrelated,short,129,COSTUME,COSTUME -- EXERCISE,,,,C,2777,166,2777,2777,,,,,,,,,,
38,filler,unrelated,short,132,SURPLUS,SURPLUS -- LANDING,,,,C,2799,168,2799,2799,,,,,,,,,,
38,filler,unrelated,short,122,DEBUT,DEBUT -- STRETCH,,,,C,3621,218,3621,3621,,,,,,,,,,
38,filler,unrelated,short,110,LAMP,LAMP -- FORTUNE,,,,C,4104,247,4104,4104,,,,,,,,,,
38,filler,unrelated,short,121,GRAPH,GRAPH -- CROSS,,,,C,4293,258,4293,4293,,,,,,,,,,
38,filler,unrelated,short,104,TREND,TREND -- OCEAN,,,,C,4740,285,4740,4740,,,,,,,,,,
38,filler,unrelated,short,130,SAIL,SAIL -- LEASE,,,,C,5982,359,5982,,,,,,,,,,,
38,filler,unrelated,short,131,APPLAUSE,APPLAUSE -- RIFLE,,,,C,8551,513,8551,,,,,,,,,,,
38,subordinate,related,long,27,CRICKET,CRICKET -- INSECT,CRICKET -- LOTION,CRICKET -- SPORT,CRICKET -- SHORE,M,1361,81,1361,1361,,,,,,,,,,
38,subordinate,related,long,24,PUPIL,PUPIL -- STUDENT,PUPIL -- OPINION,PUPIL -- EYE,PUPIL -- BAG,M,1827,110,1827,1827,,,,,,,,,,
38,subordinate,related,long,22,IRON,IRON -- METAL,IRON -- DRAMA,IRON -- CLOTHES,IRON -- MISTAKE,M,1922,115,1922,1922,,,,,,,,,,
38,subordinate,related,long,21,MASS,MASS -- WEIGHT,MASS -- DOLLAR,MASS -- CHURCH,MASS -- PRISON,M,1971,118,1971,1971,,,,,,,,,,
38,subordinate,related,long,20,KEY,KEY -- LOCK,KEY -- AUNT,KEY -- PIANO,KEY -- PILLS,M,2163,129,2163,2163,,,,,,,,,,
38,subordinate,related,long,23,NOTE,NOTE -- MEMO,NOTE -- MICE,NOTE -- MUSIC,NOTE -- DREAM,M,2378,143,2378,2378,,,,,,,,,,
38,subordinate,related,long,26,SHOCK,SHOCK -- SURPRISE,SHOCK -- UPSTAIRS,SHOCK -- STATIC,SHOCK -- RIBBON,M,3676,220,3676,3676,,,,,,,,,,
38,subordinate,related,long,25,POKER,POKER -- CHIPS,POKER -- SALAD,POKER -- FIRE,POKER -- DEAR,C,7346,441,7346,,,,,,,,,,,
38,subordinate,related,long,19,NET,NET -- SOCCER,NET -- EMPIRE,NET -- PROFIT,NET -- RHYTHM,M,7602,456,7602,,,,,,,,,,,
38,subordinate,related,short,13,DECK,DECK -- HOUSE,DECK -- WORLD,DECK -- CARDS,DECK -- ENEMY,M,766,46,766,766,,,,,,,,,,
38,subordinate,related,short,16,LETTER,LETTER -- MAIL,LETTER -- LAKE,LETTER -- ALPHABET,LETTER -- SEDATIVE,M,1126,68,1126,1126,,,,,,,,,,
38,subordinate,related,short,12,BOLT,BOLT -- SCREW,BOLT -- CROWD,BOLT -- LIGHTNING,BOLT -- TESTIMONY,M,1277,77,1277,1277,,,,,,,,,,
38,subordinate,related,short,18,KID,KID -- CHILD,KID -- STATE,KID -- GOAT,KID -- DICE,M,1462,88,1462,1462,,,,,,,,,,
38,subordinate,related,short,15,GRADE,GRADE -- EVALUATION,GRADE -- MICROPHONE,GRADE -- INCLINE,GRADE -- ICICLES,M,1630,98,1630,1630,,,,,,,,,,
38,subordinate,related,short,14,DOUGH,DOUGH -- BREAD,DOUGH -- PLANT,DOUGH -- MONEY,DOUGH -- YEARS,M,1719,103,1719,1719,,,,,,,,,,
38,subordinate,related,short,17,DIAMOND,DIAMOND -- GEM,DIAMOND -- RIM,DIAMOND -- BASEBALL,DIAMOND -- UNIVERSE,M,1743,104,1743,1743,,,,,,,,,,
38,subordinate,related,short,11,DIGIT,DIGIT -- NUMBER,DIGIT -- DOCTOR,DIGIT -- FINGER,DIGIT -- MARKET,M,1935,116,1935,1935,,,,,,,,,,
38,subordinate,related,short,10,BAR,BAR -- ALCOHOL,BAR -- NETWORK,BAR -- JAIL,BAR -- FILM,C,2446,146,2446,2446,,,,,,,,,,
38,subordinate,unrelated,long,41,ARMS,ARMS -- BODY,ARMS -- WISH,ARMS -- WEAPONS,ARMS -- NUMBERS,C,1672,100,1672,1672,,,,,,,,,,
38,subordinate,unrelated,long,40,YARD,YARD -- FENCE,YARD -- BOXES,YARD -- MILE,YARD -- CURE,C,2416,145,2416,2416,,,,,,,,,,
38,subordinate,unrelated,long,39,PLOT,PLOT -- NOVEL,PLOT -- TAXES,PLOT -- LAND,PLOT -- SONG,C,2522,151,2522,2522,,,,,,,,,,
38,subordinate,unrelated,long,43,TRUNK,TRUNK -- CAR,TRUNK -- DAD,TRUNK -- ELEPHANT,TRUNK -- ROOMMATE,C,2571,154,2571,2571,,,,,,,,,,
38,subordinate,unrelated,long,37,PEN,PEN -- PENCIL,PEN -- SPIDER,PEN -- CAGE,PEN -- LOAN,C,2611,156,2611,2611,,,,,,,,,,
38,subordinate,unrelated,long,38,BULB,BULB -- LAMP,BULB -- PIGS,BULB -- FLOWER,BULB -- SCREEN,C,2628,158,2628,2628,,,,,,,,,,
38,subordinate,unrelated,long,45,CABINET,CABINET -- KITCHEN,CABINET -- TEACHER,CABINET -- MINISTRY,CABINET -- DISEASES,C,4163,250,4163,4163,,,,,,,,,,
38,subordinate,unrelated,long,42,CYCLE,CYCLE -- BIKE,CYCLE -- SOUP,CYCLE -- REPETITION,CYCLE -- RHEUMATISM,C,9034,542,9034,,,,,,,,,,,
38,subordinate,unrelated,long,44,POWER,POWER -- STRENGTH,POWER -- STOMACH,POWER -- ELECTRICITY,POWER -- PHOTOGRAPH,M,11786,707,,,,,,,,,,,,
38,subordinate,unrelated,short,31,NAIL,NAIL -- HAMMER,NAIL -- SAILOR,NAIL -- POLISH,NAIL -- KIDNEY,C,855,52,855,855,,,,,,,,,,
38,subordinate,unrelated,short,35,GREEN,GREEN -- GRASS,GREEN -- FAIRY,GREEN -- GOLF,GREEN -- DATA,C,1487,89,1487,1487,,,,,,,,,,
38,subordinate,unrelated,short,34,CABLE,CABLE -- TELEVISION,CABLE -- RESTAURANT,CABLE -- CORD,CABLE -- MULE,C,1567,94,1567,1567,,,,,,,,,,
38,subordinate,unrelated,short,29,CANE,CANE -- ELDERLY,CANE -- GARDENS,CANE -- SUGAR,CANE -- VIDEO,C,2214,133,2214,2214,,,,,,,,,,
38,subordinate,unrelated,short,33,GRAIN,GRAIN -- WHEAT,GRAIN -- DISCO,GRAIN -- SAND,GRAIN -- PUNK,C,2608,157,2608,2608,,,,,,,,,,
38,subordinate,unrelated,short,36,TEMPLE,TEMPLE -- CHURCH,TEMPLE -- GROUND,TEMPLE -- FOREHEAD,TEMPLE -- UNIFORM,C,2903,174,2903,2903,,,,,,,,,,
38,subordinate,unrelated,short,28,NUT,NUT -- ALMOND,NUT -- STAPLE,NUT -- CRAZY,NUT -- HEART,C,3285,197,3285,3285,,,,,,,,,,
38,subordinate,unrelated,short,30,BEAM,BEAM -- LIGHT,BEAM -- ORDER,BEAM -- BALANCE,BEAM -- WHISTLE,C,4142,249,4142,4142,,,,,,,,,,
38,subordinate,unrelated,short,32,GAME,GAME -- FOOTBALL,GAME -- CRIMINAL,GAME -- HUNT,GAME -- WIRE,C,4664,280,4664,4664,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,
39,dominant,related,long,72,DEGREE,DEGREE -- COLLEGE,DEGREE -- WEDDING,DEGREE -- TEMPERATURE,DEGREE -- DESCRIPTION,M,1739,104,1739,1739,,,,,,,,,,
39,dominant,related,long,70,STAFF,STAFF -- WORK,STAFF -- NAME,STAFF -- STICK,STAFF -- FLOOR,M,2330,140,2330,2330,,,,,,,,,,
39,dominant,related,long,68,CLUB,CLUB -- PEOPLE,CLUB -- MINUTE,CLUB -- WOOD,CLUB -- WIRE,M,3749,225,3749,3749,,,,,,,,,,
39,dominant,related,long,66,HORN,HORN -- TRUMPET,HORN -- CHIMNEY,HORN -- ANTLER,HORN -- VANDAL,M,4460,267,4460,4460,,,,,,,,,,
39,dominant,related,long,65,CLOG,CLOG -- DRAIN,CLOG -- LASER,CLOG -- SHOE,CLOG -- FARM,M,4698,282,4698,4698,,,,,,,,,,
39,dominant,related,long,67,BANK,BANK -- VAULT,BANK -- BACON,BANK -- RIVER,BANK -- QUEEN,M,4730,284,4730,4730,,,,,,,,,,
39,dominant,related,long,71,RACKET,RACKET -- TENNIS,RACKET -- RUBBER,RACKET -- NOISE,RACKET -- MODEL,M,5852,351,5852,5852,,,,,,,,,,
39,dominant,related,long,64,GAS,GAS -- PETROLEUM,GAS -- HOUSEWORK,GAS -- SOLID,GAS -- PURSE,M,9828,590,9828,,,,,,,,,,,
39,dominant,related,long,69,SCALE,SCALE -- HEAVY,SCALE -- TEETH,SCALE -- FISH,SCALE -- COPS,M,17810,1068,17810,,,,,,,,,,,
39,dominant,related,short,63,SHOWER,SHOWER -- BATH,SHOWER -- LIPS,SHOWER -- RAIN,SHOWER -- RISK,M,951,57,951,951,,,,,,,,,,
39,dominant,related,short,61,JOINT,JOINT -- ELBOW,JOINT -- MINES,JOINT -- MARIJUANA,JOINT -- ORCHESTRA,M,1551,93,1551,1551,,,,,,,,,,
39,dominant,related,short,56,YARN,YARN -- WOOL,YARN -- FERN,YARN -- STORY,YARN -- HANDS,M,1807,109,1807,1807,,,,,,,,,,
39,dominant,related,short,57,SEAL,SEAL -- ANIMAL,SEAL -- BRIDGE,SEAL -- ENVELOPE,SEAL -- DYNAMITE,M,1838,110,1838,1838,,,,,,,,,,
39,dominant,related,short,55,FAN,FAN -- AIR,FAN -- WAR,FAN -- SPORTS,FAN -- CLOSET,M,2526,152,2526,2526,,,,,,,,,,
39,dominant,related,short,58,COAT,COAT -- JACKET,COAT -- ENERGY,COAT -- PAINT,COAT -- GHOST,M,2743,165,2743,2743,,,,,,,,,,
39,dominant,related,short,59,BALL,BALL -- BOUNCE,BALL -- RANSOM,BALL -- DANCE,BALL -- SENSE,M,3176,191,3176,3176,,,,,,,,,,
39,dominant,related,short,62,MARBLE,MARBLE -- STONE,MARBLE -- GUEST,MARBLE -- ROUND,MARBLE -- BOOKS,M,3927,236,3927,3927,,,,,,,,,,
39,dominant,related,short,60,STRAW,STRAW -- HAY,STRAW -- DOT,STRAW -- DRINK,STRAW -- DEATH,M,4735,284,4735,4735,,,,,,,,,,
39,dominant,unrelated,long,18,KID,KID -- CHILD,KID -- STATE,KID -- GOAT,KID -- DICE,C,963,58,963,963,,,,,,,,,,
39,dominant,unrelated,long,11,DIGIT,DIGIT -- NUMBER,DIGIT -- DOCTOR,DIGIT -- FINGER,DIGIT -- MARKET,C,1357,81,1357,1357,,,,,,,,,,
39,dominant,unrelated,long,14,DOUGH,DOUGH -- BREAD,DOUGH -- PLANT,DOUGH -- MONEY,DOUGH -- YEARS,C,2978,179,2978,2978,,,,,,,,,,
39,dominant,unrelated,long,12,BOLT,BOLT -- SCREW,BOLT -- CROWD,BOLT -- LIGHTNING,BOLT -- TESTIMONY,C,3348,201,3348,3348,,,,,,,,,,
39,dominant,unrelated,long,13,DECK,DECK -- HOUSE,DECK -- WORLD,DECK -- CARDS,DECK -- ENEMY,C,4355,261,4355,4355,,,,,,,,,,
39,dominant,unrelated,long,15,GRADE,GRADE -- EVALUATION,GRADE -- MICROPHONE,GRADE -- INCLINE,GRADE -- ICICLES,C,4836,291,4836,4836,,,,,,,,,,
39,dominant,unrelated,long,17,DIAMOND,DIAMOND -- GEM,DIAMOND -- RIM,DIAMOND -- BASEBALL,DIAMOND -- UNIVERSE,C,9227,553,9227,,,,,,,,,,,
39,dominant,unrelated,long,10,BAR,BAR -- ALCOHOL,BAR -- NETWORK,BAR -- JAIL,BAR -- FILM,C,12522,751,12522,,,,,,,,,,,
39,dominant,unrelated,long,16,LETTER,LETTER -- MAIL,LETTER -- LAKE,LETTER -- ALPHABET,LETTER -- SEDATIVE,C,28515,1711,,,,,,,,,,,,
39,dominant,unrelated,short,8,CHEST,CHEST -- BREAST,CHEST -- LADDER,CHEST -- TREASURE,CHEST -- HOMEWORK,C,1198,71,1198,1198,,,,,,,,,,
39,dominant,unrelated,short,2,PIT,PIT -- HOLE,PIT -- WINE,PIT -- CHERRY,PIT -- PUPPY,C,1758,106,1758,1758,,,,,,,,,,
39,dominant,unrelated,short,9,SENTENCE,SENTENCE -- PARAGRAPH,SENTENCE -- MUSHROOMS,SENTENCE -- JUDGMENT,SENTENCE -- QUARTERS,C,1990,119,1990,1990,,,,,,,,,,
39,dominant,unrelated,short,3,LIMB,LIMB -- ARM,LIMB -- CAT,LIMB -- BRANCH,LIMB -- PISTOL,C,2269,136,2269,2269,,,,,,,,,,
39,dominant,unrelated,short,7,PITCH,PITCH -- CATCH,PITCH -- HUMAN,PITCH -- TONE,PITCH -- FUEL,C,2439,146,2439,2439,,,,,,,,,,
39,dominant,unrelated,short,5,BILL,BILL -- CHECK,BILL -- WOMAN,BILL -- LAW,BILL -- LIE,C,2480,149,2480,2480,,,,,,,,,,
39,dominant,unrelated,short,6,CRUST,CRUST -- PIE,CRUST -- RAT,CRUST -- EARTH,CRUST -- HOTEL,C,3094,186,3094,3094,,,,,,,,,,
39,dominant,unrelated,short,1,LOG,LOG -- CABIN,LOG -- RADAR,LOG -- JOURNAL,LOG -- CORONER,C,7254,435,7254,7254,,,,,,,,,,
39,dominant,unrelated,short,4,BEEF,BEEF -- STEAK,BEEF -- ALLEY,BEEF -- COMPLAINT,BEEF -- PRIVILEGE,C,7416,445,7416,7416,,,,,,,,,,
39,filler,related,long,93,LENS,LENS -- GLASSES,,,,M,1737,104,1737,1737,,,,,,,,,,
39,filler,related,long,92,SPARE,SPARE -- TIRE,,,,M,2027,122,2027,2027,,,,,,,,,,
39,filler,related,long,99,ATOM,ATOM -- BOMB,,,,M,2065,124,2065,2065,,,,,,,,,,
