PID,BIAS,REPS,Elapsed,MS
16,fillerUNREL,30,4.242777778,2202
16,fillerUNREL,30,3.143333333,2451
16,fillerUNREL,30,3.554444444,2658
16,fillerUNREL,30,3.642777778,2842
16,fillerUNREL,30,4.3025,3410
16,fillerUNREL,30,5.434444444,3868
16,subordinate,0,,666
16,subordinate,0,,906
16,subordinate,0,,954
16,subordinate,0,,1283
16,subordinate,0,,1370
16,subordinate,0,,1370
16,subordinate,0,,1810
16,subordinate,0,,6043
16,subordinate,3,1.566111111,674
16,subordinate,3,1.052222222,1378
16,subordinate,3,1.674722222,1466
16,subordinate,3,6.001388889,1612
16,subordinate,3,6.208333333,2074
16,subordinate,3,3.545555556,2746
16,subordinate,3,2.486666667,3450
16,subordinate,3,5.676666667,5547
16,subordinate,30,5.330833333,867
16,subordinate,30,2.736666667,914
16,subordinate,30,2.431388889,1010
16,subordinate,30,2.500833333,1066
16,subordinate,30,2.438888889,1122
16,subordinate,30,2.310277778,1218
16,subordinate,30,4.299722222,1234
16,subordinate,30,4.315833333,2306
16,unrelated,0,,1099
16,unrelated,0,,1290
16,unrelated,0,,1554
16,unrelated,0,,1642
16,unrelated,0,,1763
16,unrelated,0,,2187
16,unrelated,0,,2665
16,unrelated,0,,3970
16,unrelated,3,1.8625,738
16,unrelated,3,5.521111111,1098
16,unrelated,3,1.888888889,1274
16,unrelated,3,4.08,1330
16,unrelated,3,3.995,1450
16,unrelated,3,4.8925,1946
16,unrelated,3,1.7525,4339
16,unrelated,3,2.295,4594
16,unrelated,30,5.612777778,978
16,unrelated,30,4.643888889,994
16,unrelated,30,5.171111111,1283
16,unrelated,30,2.7525,1403
16,unrelated,30,1.467777778,1570
16,unrelated,30,2.927222222,2530
16,unrelated,30,5.650833333,3235
16,unrelated,30,4.622777778,3930
17,dominant,0,,699
17,dominant,0,,921
17,dominant,0,,1042
17,dominant,0,,1138
17,dominant,0,,1250
17,dominant,0,,1267
17,dominant,0,,1313
17,dominant,0,,3171
17,dominant,3,6.145833333,803
17,dominant,3,3.813611111,1274
17,dominant,3,4.099722222,1466
17,dominant,3,4.678333333,1579
17,dominant,3,5.297777778,1746
17,dominant,3,6.153611111,2866
17,dominant,3,4.995277778,3290
17,dominant,3,5.337777778,5875
17,dominant,30,3.296944444,1098
17,dominant,30,1.975833333,1154
17,dominant,30,3.455277778,1332
17,dominant,30,4.838611111,1354
17,dominant,30,3.355,1593
17,dominant,30,4.331666667,2244
17,dominant,30,4.065555556,2362
17,dominant,30,3.100833333,3059
17,fillerREL,0,,866
17,fillerREL,0,,1306
17,fillerREL,0,,1364
17,fillerREL,0,,1530
17,fillerREL,0,,1779
17,fillerREL,0,,2043
17,fillerREL,0,,2074
17,fillerREL,0,,2218
17,fillerREL,0,,2265
17,fillerREL,0,,2609
17,fillerREL,0,,2699
17,fillerREL,0,,2796
17,fillerREL,3,1.759722222,986
17,fillerREL,3,5.765277778,1082
17,fillerREL,3,5.051388889,1186
17,fillerREL,3,5.576944444,1234
17,fillerREL,3,4.318055556,1441
17,fillerREL,3,5.540833333,1734
17,fillerREL,3,4.39,2651
17,fillerREL,3,4.551944444,2907
17,fillerREL,3,5.270277778,3842
17,fillerREL,3,2.254722222,5369
17,fillerREL,3,1.605,5658
17,fillerREL,3,2.102777778,9073
17,fillerREL,30,2.873611111,1001
17,fillerREL,30,3.631388889,1033
17,fillerREL,30,5.574444444,1131
17,fillerREL,30,2.030277778,1145
17,fillerREL,30,4.668055556,1250
17,fillerREL,30,3.378888889,1482
17,fillerREL,30,5.137777778,1569
17,fillerREL,30,4.643333333,1651
17,fillerREL,30,5.420277778,2338
17,fillerREL,30,4.305555556,3033
17,fillerREL,30,4.104166667,3098
17,fillerREL,30,3.270555556,4162
17,fillerUNREL,0,,1849
17,fillerUNREL,0,,1987
17,fillerUNREL,0,,2013
17,fillerUNREL,0,,2106
17,fillerUNREL,0,,2234
17,fillerUNREL,0,,2410
17,fillerUNREL,0,,2474
17,fillerUNREL,0,,2890
17,fillerUNREL,0,,2964
17,fillerUNREL,0,,3498
17,fillerUNREL,0,,3626
17,fillerUNREL,0,,5330
17,fillerUNREL,3,4.691111111,1421
17,fillerUNREL,3,4.991388889,1556
17,fillerUNREL,3,4.263888889,1674
17,fillerUNREL,3,4.2725,1682
17,fillerUNREL,3,4.959722222,1779
17,fillerUNREL,3,5.747777778,1867
17,fillerUNREL,3,3.845555556,2026
17,fillerUNREL,3,4.068055556,2490
17,fillerUNREL,3,1.910555556,2842
17,fillerUNREL,3,5.753333333,2939
17,fillerUNREL,3,3.171666667,3066
17,fillerUNREL,3,4.250833333,7043
17,fillerUNREL,30,5.064166667,1250
17,fillerUNREL,30,5.792222222,1516
17,fillerUNREL,30,2.489722222,1625
17,fillerUNREL,30,5.563611111,1746
17,fillerUNREL,30,5.0175,2148
17,fillerUNREL,30,5.533055556,2179
17,fillerUNREL,30,3.503333333,3259
17,fillerUNREL,30,4.191111111,3490
17,fillerUNREL,30,3.8825,3803
17,fillerUNREL,30,3.992777778,4226
17,fillerUNREL,30,2.71,5521
17,fillerUNREL,30,6.119722222,8290
17,subordinate,0,,1259
17,subordinate,0,,1332
17,subordinate,0,,2187
17,subordinate,0,,2250
17,subordinate,0,,2395
17,subordinate,0,,2610
17,subordinate,0,,3217
17,subordinate,0,,4147
17,subordinate,3,5.513055556,1059
17,subordinate,3,6.0425,1273
17,subordinate,3,5.646388889,1378
17,subordinate,3,4.949166667,1467
17,subordinate,3,4.1975,1611
17,subordinate,3,2.215833333,4539
17,subordinate,3,3.842777778,5954
17,subordinate,3,2.069444444,10618
17,subordinate,30,6.173888889,923
17,subordinate,30,5.970833333,1093
17,subordinate,30,2.322222222,1378
17,subordinate,30,3.667777778,1385
17,subordinate,30,4.527777778,1698
17,subordinate,30,5.251666667,1961
17,subordinate,30,5.862222222,2042
17,subordinate,30,2.821388889,3241
17,unrelated,0,,1570
17,unrelated,0,,1681
17,unrelated,0,,1793
17,unrelated,0,,2082
17,unrelated,0,,2282
17,unrelated,0,,2313
17,unrelated,0,,2633
17,unrelated,0,,3513
17,unrelated,3,5.003333333,1481
17,unrelated,3,5.013611111,1578
17,unrelated,3,5.572777778,1662
17,unrelated,3,3.914444444,1890
17,unrelated,3,6.311388889,2250
17,unrelated,3,2.736111111,2643
17,unrelated,3,3.620833333,2826
17,unrelated,3,4.069444444,4474
17,unrelated,30,6.182777778,1450
17,unrelated,30,3.121111111,1516
17,unrelated,30,5.108333333,2107
17,unrelated,30,2.498333333,2602
17,unrelated,30,4.925833333,2618
17,unrelated,30,2.466944444,2651
17,unrelated,30,3.779444444,4730
17,unrelated,30,2.007777778,6289
18,dominant,0,,1050
18,dominant,0,,1242
18,dominant,0,,1251
18,dominant,0,,1306
18,dominant,0,,1482
18,dominant,0,,1506
18,dominant,0,,1506
18,dominant,0,,1746
18,dominant,3,4.1075,1042
18,dominant,3,2.922222222,1042
18,dominant,3,4.080833333,1058
18,dominant,3,2.328888889,1098
18,dominant,3,1.815555556,1242
18,dominant,3,1.875833333,1402
18,dominant,3,5.057222222,2710
18,dominant,3,4.785277778,3500
18,dominant,30,2.834444444,890
18,dominant,30,2.4025,1011
18,dominant,30,2.885833333,1171
18,dominant,30,2.498333333,1290
18,dominant,30,3.687777778,1330
18,dominant,30,5.36,1410
18,dominant,30,4.757777778,1547
18,dominant,30,1.991388889,2482
18,fillerREL,0,,938
18,fillerREL,0,,954
18,fillerREL,0,,1035
18,fillerREL,0,,1291
18,fillerREL,0,,1314
18,fillerREL,0,,1378
18,fillerREL,0,,1514
18,fillerREL,0,,1562
18,fillerREL,0,,1610
18,fillerREL,0,,2034
18,fillerREL,0,,2274
18,fillerREL,0,,2874
18,fillerREL,3,1.320277778,890
18,fillerREL,3,3.303055556,1075
18,fillerREL,3,2.143333333,1083
18,fillerREL,3,1.986944444,1091
18,fillerREL,3,1.209166667,1306
18,fillerREL,3,1.5875,1410
18,fillerREL,3,3.6675,1418
18,fillerREL,3,1.328333333,1714
18,fillerREL,3,2.643611111,1810
18,fillerREL,3,1.310277778,2235
18,fillerREL,3,4.034722222,2402
18,fillerREL,3,5.3275,3707
18,fillerREL,30,5.588055556,938
18,fillerREL,30,1.983611111,962
18,fillerREL,30,3.693888889,1106
18,fillerREL,30,5.435555556,1218
18,fillerREL,30,5.188888889,1219
18,fillerREL,30,4.94,1322
18,fillerREL,30,4.194444444,1650
18,fillerREL,30,1.895833333,1834
18,fillerREL,30,3.296388889,2234
18,fillerREL,30,6.151388889,2586
18,fillerREL,30,4.655277778,2826
18,fillerREL,30,5.518888889,2998
18,fillerUNREL,0,,1107
18,fillerUNREL,0,,1130
18,fillerUNREL,0,,1170
18,fillerUNREL,0,,1250
18,fillerUNREL,0,,1299
18,fillerUNREL,0,,1482
18,fillerUNREL,0,,1546
18,fillerUNREL,0,,1570
18,fillerUNREL,0,,1603
18,fillerUNREL,0,,1850
18,fillerUNREL,0,,1978
18,fillerUNREL,0,,2986
18,fillerUNREL,3,1.330555556,978
18,fillerUNREL,3,4.373611111,1011
18,fillerUNREL,3,4.959444444,1026
18,fillerUNREL,3,1.651388889,1107
18,fillerUNREL,3,1.461388889,1123
18,fillerUNREL,3,3.81,1283
18,fillerUNREL,3,3.681666667,1347
18,fillerUNREL,3,6.195555556,1378
18,fillerUNREL,3,5.014166667,1946
18,fillerUNREL,3,1.655555556,1955
18,fillerUNREL,3,4.031666667,2386
18,fillerUNREL,3,5.5325,3639
18,fillerUNREL,30,1.838333333,1034
18,fillerUNREL,30,3.699722222,1074
18,fillerUNREL,30,4.673333333,1122
18,fillerUNREL,30,4.250555556,1178
18,fillerUNREL,30,2.5275,1186
18,fillerUNREL,30,3.143055556,1306
18,fillerUNREL,30,3.924166667,1482
18,fillerUNREL,30,5.707777778,1594
18,fillerUNREL,30,6.107222222,1594
18,fillerUNREL,30,4.078611111,1770
18,fillerUNREL,30,6.291944444,2058
18,fillerUNREL,30,5.884722222,2795
18,subordinate,0,,866
18,subordinate,0,,1379
18,subordinate,0,,1427
18,subordinate,0,,1546
18,subordinate,0,,1579
18,subordinate,0,,1762
18,subordinate,0,,3107
18,subordinate,0,,4114
18,subordinate,3,2.191388889,995
18,subordinate,3,5.605555556,1139
18,subordinate,3,1.721944444,1146
18,subordinate,3,2.008055556,1170
18,subordinate,3,2.903055556,1170
18,subordinate,3,4.172222222,1490
18,subordinate,3,1.284444444,1547
18,subordinate,3,1.484722222,2419
18,subordinate,30,6.061666667,1130
18,subordinate,30,3.216388889,1154
18,subordinate,30,5.4125,1610
18,subordinate,30,4.291944444,1706
18,subordinate,30,4.8575,1938
18,subordinate,30,3.268333333,2803
18,subordinate,30,2.173333333,3730
18,subordinate,30,4.215833333,4818
18,unrelated,0,,1027
18,unrelated,0,,1266
18,unrelated,0,,1290
18,unrelated,0,,1426
18,unrelated,0,,1699
18,unrelated,0,,2226
18,unrelated,0,,2378
18,unrelated,0,,2587
18,unrelated,3,1.205277778,1483
18,unrelated,3,2.131111111,1650
18,unrelated,3,2.693333333,1786
18,unrelated,3,4.997777778,2122
18,unrelated,3,4.151944444,2242
18,unrelated,3,4.013611111,2466
18,unrelated,3,6.144444444,2609
18,unrelated,3,3.884722222,2898
18,unrelated,30,1.654166667,866
18,unrelated,30,3.690277778,1074
18,unrelated,30,2.453888889,1186
18,unrelated,30,2.877777778,1322
18,unrelated,30,4.341944444,1434
18,unrelated,30,2.206111111,1474
18,unrelated,30,2.993611111,2178
18,unrelated,30,5.023888889,2403
19,dominant,0,,874
19,dominant,0,,890
19,dominant,0,,907
19,dominant,0,,1082
19,dominant,0,,1146
19,dominant,0,,1242
19,dominant,0,,1410
19,dominant,0,,1866
19,dominant,3,6.174166667,722
19,dominant,3,4.863055556,826
19,dominant,3,4.268611111,1018
19,dominant,3,5.118055556,1074
19,dominant,3,3.130277778,1139
19,dominant,3,3.756388889,1251
19,dominant,3,2.127777778,1826
19,dominant,3,2.934722222,4875
19,dominant,30,2.375277778,827
19,dominant,30,4.407777778,930
19,dominant,30,3.882777778,978
19,dominant,30,3.531388889,1154
19,dominant,30,6.440555556,1170
19,dominant,30,3.586666667,2058
19,dominant,30,5.511666667,2380
19,dominant,30,4.192222222,3042
19,fillerREL,0,,802
19,fillerREL,0,,922
19,fillerREL,0,,1026
19,fillerREL,0,,1090
19,fillerREL,0,,1115
19,fillerREL,0,,1219
19,fillerREL,0,,1779
19,fillerREL,0,,2091
19,fillerREL,0,,3242
19,fillerREL,0,,3538
19,fillerREL,0,,4546
19,fillerREL,0,,5659
19,fillerREL,3,2.230833333,714
19,fillerREL,3,6.149444444,810
19,fillerREL,3,6.018611111,1011
19,fillerREL,3,3.448055556,1098
19,fillerREL,3,4.248888889,1099
19,fillerREL,3,2.556666667,1482
19,fillerREL,3,4.9775,1570
19,fillerREL,3,6.228333333,2034
19,fillerREL,3,2.799166667,2378
19,fillerREL,3,6.030555556,2714
19,fillerREL,3,3.216666667,2914
19,fillerREL,3,4.735555556,4498
19,fillerREL,30,6.082222222,810
19,fillerREL,30,4.126944444,819
19,fillerREL,30,5.358888889,922
19,fillerREL,30,2.5525,1010
19,fillerREL,30,5.0775,1042
19,fillerREL,30,5.9325,1162
19,fillerREL,30,5.605,1322
19,fillerREL,30,1.824722222,1449
19,fillerREL,30,6.056388889,1522
19,fillerREL,30,3.121111111,2115
19,fillerREL,30,3.269722222,2546
19,fillerREL,30,3.564444444,3162
19,fillerUNREL,0,,1234
19,fillerUNREL,0,,1466
19,fillerUNREL,0,,1586
19,fillerUNREL,0,,2122
19,fillerUNREL,0,,2186
19,fillerUNREL,0,,2298
19,fillerUNREL,0,,2371
19,fillerUNREL,0,,2459
19,fillerUNREL,0,,2514
19,fillerUNREL,0,,2690
19,fillerUNREL,0,,3258
19,fillerUNREL,0,,3561
19,fillerUNREL,3,4.924166667,939
19,fillerUNREL,3,3.187222222,1178
19,fillerUNREL,3,3.294444444,1482
19,fillerUNREL,3,4.560555556,1570
19,fillerUNREL,3,4.278888889,1578
19,fillerUNREL,3,3.104444444,1762
19,fillerUNREL,3,3.704444444,1778
19,fillerUNREL,3,6.000833333,1786
19,fillerUNREL,3,2.963333333,1850
19,fillerUNREL,3,2.386944444,2067
19,fillerUNREL,3,2.1675,2842
19,fillerUNREL,3,4.437222222,2962
19,fillerUNREL,30,2.613611111,978
19,fillerUNREL,30,5.335277778,1235
19,fillerUNREL,30,2.385,1386
19,fillerUNREL,30,3.952777778,1682
19,fillerUNREL,30,2.8925,1738
19,fillerUNREL,30,3.9425,1834
19,fillerUNREL,30,4.482222222,2211
19,fillerUNREL,30,1.814722222,2626
19,fillerUNREL,30,3.701388889,3291
19,fillerUNREL,30,4.764166667,3730
19,fillerUNREL,30,5.189722222,3738
19,fillerUNREL,30,2.121388889,3867
19,subordinate,0,,962
19,subordinate,0,,1362
19,subordinate,0,,1506
19,subordinate,0,,1514
19,subordinate,0,,1602
19,subordinate,0,,1666
19,subordinate,0,,1914
19,subordinate,0,,1939
19,subordinate,3,2.985277778,842
19,subordinate,3,3.809722222,978
19,subordinate,3,3.260277778,1291
19,subordinate,3,3.176944444,1338
19,subordinate,3,6.225833333,1690
19,subordinate,3,2.9925,1770
19,subordinate,3,5.960555556,2180
19,subordinate,3,2.207222222,3625
19,subordinate,30,4.966944444,898
19,subordinate,30,4.558888889,914
19,subordinate,30,4.090277778,1099
19,subordinate,30,2.648888889,1146
19,subordinate,30,3.281388889,1219
19,subordinate,30,3.228611111,1370
19,subordinate,30,4.960833333,2490
19,subordinate,30,3.296944444,2595
19,unrelated,0,,1539
19,unrelated,0,,1626
19,unrelated,0,,1659
19,unrelated,0,,1954
19,unrelated,0,,2690
19,unrelated,0,,2866
19,unrelated,0,,3906
19,unrelated,0,,4914
19,unrelated,3,4.869166667,1395
19,unrelated,3,4.477777778,1426
19,unrelated,3,5.868055556,2058
19,unrelated,3,6.205833333,2291
19,unrelated,3,6.026944444,2420
19,unrelated,3,6.033888889,2818
19,unrelated,3,1.894722222,4011
19,unrelated,3,2.594444444,5483
19,unrelated,30,2.188055556,1482
19,unrelated,30,4.945,1530
19,unrelated,30,5.722222222,1946
19,unrelated,30,1.925,2562
19,unrelated,30,2.881944444,2666
19,unrelated,30,5.654166667,3363
19,unrelated,30,4.401388889,4354
19,unrelated,30,5.671111111,5415
20,dominant,0,,834
20,dominant,0,,850
20,dominant,0,,890
20,dominant,0,,987
20,dominant,0,,1139
20,dominant,0,,1362
20,dominant,0,,1411
20,dominant,0,,1554
20,dominant,0,,1676
20,dominant,0,,2050
20,dominant,0,,2962
20,dominant,0,,3003
20,dominant,0,,3146
20,dominant,0,,5618
20,dominant,3,6.039722222,754
20,dominant,3,5.45,867
20,dominant,3,6.012777778,1021
20,dominant,3,,1074
20,dominant,3,2.750555556,1091
20,dominant,3,1.322222222,1138
20,dominant,3,6.055833333,1236
20,dominant,3,2.969722222,1299
20,dominant,3,,1376
20,dominant,3,2.451944444,1379
20,dominant,3,5.4825,1481
20,dominant,3,6.209722222,1546
20,dominant,3,3.063333333,1618
20,dominant,3,6.189444444,2970
20,dominant,30,5.1875,802
20,dominant,30,2.071944444,970
20,dominant,30,5.495833333,1043
20,dominant,30,5.639444444,1098
20,dominant,30,4.165,1099
20,dominant,30,2.755833333,1258
20,dominant,30,1.761111111,1267
20,dominant,30,,1292
20,dominant,30,6.153611111,1306
20,dominant,30,2.348055556,1466
20,dominant,30,6.123888889,1706
20,dominant,30,,1891
20,dominant,30,5.541111111,2099
20,dominant,30,3.750277778,4395
20,fillerREL,0,,666
20,fillerREL,0,,698
20,fillerREL,0,,818
20,fillerREL,0,,914
20,fillerREL,0,,954
20,fillerREL,0,,954
20,fillerREL,0,,1035
20,fillerREL,0,,1170
20,fillerREL,0,,1450
20,fillerREL,0,,1529
20,fillerREL,0,,1755
20,fillerREL,0,,1850
20,fillerREL,0,,1924
20,fillerREL,0,,2002
20,fillerREL,0,,2027
20,fillerREL,0,,2107
20,fillerREL,0,,2668
20,fillerREL,0,,2738
20,fillerREL,0,,3170
20,fillerREL,0,,3402
20,fillerREL,0,,6642
20,fillerREL,3,3.325277778,882
20,fillerREL,3,2.826666667,916
20,fillerREL,3,2.917777778,955
20,fillerREL,3,1.432222222,971
20,fillerREL,3,4.888888889,995
20,fillerREL,3,5.769444444,1106
20,fillerREL,3,3.364722222,1107
20,fillerREL,3,1.488333333,1179
20,fillerREL,3,1.334722222,1307
20,fillerREL,3,6.110833333,1356
20,fillerREL,3,3.026111111,1386
20,fillerREL,3,2.903333333,1491
20,fillerREL,3,3.369444444,1914
20,fillerREL,3,2.256944444,2130
20,fillerREL,3,2.441388889,2834
20,fillerREL,3,,3394
20,fillerREL,3,4.382777778,3585
20,fillerREL,3,5.475,4161
20,fillerREL,3,3.504444444,4538
20,fillerREL,3,,4850
20,fillerREL,3,,8434
20,fillerREL,30,4.823888889,762
20,fillerREL,30,4.988888889,842
20,fillerREL,30,,850
20,fillerREL,30,5.646666667,874
20,fillerREL,30,5.993055556,890
20,fillerREL,30,2.281944444,938
20,fillerREL,30,5.784166667,979
20,fillerREL,30,4.471944444,1002
20,fillerREL,30,5.363611111,1042
20,fillerREL,30,,1210
20,fillerREL,30,2.669166667,1259
20,fillerREL,30,3.685555556,1274
20,fillerREL,30,6.281944444,1290
20,fillerREL,30,2.109722222,1371
20,fillerREL,30,3.180555556,1378
20,fillerREL,30,6.202222222,1402
20,fillerREL,30,3.379444444,1411
20,fillerREL,30,2.793333333,1522
20,fillerREL,30,,2115
20,fillerREL,30,1.885833333,2266
20,fillerREL,30,4.524722222,7971
20,fillerUNREL,0,,875
20,fillerUNREL,0,,1163
20,fillerUNREL,0,,1282
20,fillerUNREL,0,,1282
20,fillerUNREL,0,,1386
20,fillerUNREL,0,,1387
20,fillerUNREL,0,,1394
20,fillerUNREL,0,,1521
20,fillerUNREL,0,,1570
20,fillerUNREL,0,,1610
20,fillerUNREL,0,,1627
20,fillerUNREL,0,,1666
20,fillerUNREL,0,,1787
20,fillerUNREL,0,,1802
20,fillerUNREL,0,,1962
20,fillerUNREL,0,,2066
20,fillerUNREL,0,,2411
20,fillerUNREL,0,,3387
20,fillerUNREL,0,,3956
20,fillerUNREL,0,,5267
20,fillerUNREL,0,,6861
20,fillerUNREL,3,2.539722222,1122
20,fillerUNREL,3,4.509444444,1146
20,fillerUNREL,3,1.884722222,1154
20,fillerUNREL,3,2.8475,1250
20,fillerUNREL,3,3.173333333,1251
20,fillerUNREL,3,2.743611111,1274
20,fillerUNREL,3,3.1575,1371
20,fillerUNREL,3,5.841666667,1378
20,fillerUNREL,3,5.540555556,1388
20,fillerUNREL,3,3.220555556,1458
20,fillerUNREL,3,2.538333333,1474
20,fillerUNREL,3,,1489
20,fillerUNREL,3,4.489444444,1530
20,fillerUNREL,3,5.18,1731
20,fillerUNREL,3,5.3325,1769
20,fillerUNREL,3,2.345833333,1778
20,fillerUNREL,3,3.143888889,1962
20,fillerUNREL,3,3.036944444,3051
20,fillerUNREL,3,3.011666667,3147
20,fillerUNREL,3,,3290
20,fillerUNREL,3,,3315
20,fillerUNREL,30,3.508055556,1042
20,fillerUNREL,30,2.993888889,1114
20,fillerUNREL,30,2.600833333,1226
20,fillerUNREL,30,5.608333333,1242
20,fillerUNREL,30,3.009166667,1250
20,fillerUNREL,30,4.321666667,1258
20,fillerUNREL,30,,1266
20,fillerUNREL,30,2.633888889,1306
20,fillerUNREL,30,2.273055556,1450
20,fillerUNREL,30,2.22,1450
20,fillerUNREL,30,4.596388889,1546
20,fillerUNREL,30,3.242222222,1570
20,fillerUNREL,30,3.781666667,1761
20,fillerUNREL,30,3.086388889,1954
20,fillerUNREL,30,5.4625,1994
20,fillerUNREL,30,,2108
20,fillerUNREL,30,3.726944444,2402
20,fillerUNREL,30,4.25,2458
20,fillerUNREL,30,,2474
20,fillerUNREL,30,5.139722222,2682
20,fillerUNREL,30,4.941944444,3036
20,subordinate,0,,882
20,subordinate,0,,906
20,subordinate,0,,962
20,subordinate,0,,1042
20,subordinate,0,,1090
20,subordinate,0,,1162
20,subordinate,0,,1299
20,subordinate,0,,1362
20,subordinate,0,,1474
20,subordinate,0,,1723
20,subordinate,0,,2915
20,subordinate,0,,3274
20,subordinate,0,,4147
20,subordinate,0,,4162
20,subordinate,3,6.173055556,778
20,subordinate,3,3.748333333,1138
20,subordinate,3,4.714166667,1347
20,subordinate,3,3.173611111,1530
20,subordinate,3,2.954722222,1602
20,subordinate,3,5.487222222,1922
20,subordinate,3,6.059444444,2042
20,subordinate,3,,2106
20,subordinate,3,5.134444444,2322
20,subordinate,3,2.632222222,2810
20,subordinate,3,3.0925,3001
20,subordinate,3,2.923333333,3042
20,subordinate,3,,3147
20,subordinate,3,3.1175,3394
20,subordinate,30,4.810555556,810
20,subordinate,30,2.878888889,875
20,subordinate,30,2.480833333,1060
20,subordinate,30,1.7575,1138
20,subordinate,30,6.233888889,1354
20,subordinate,30,4.101388889,1482
20,subordinate,30,,1514
20,subordinate,30,4.103055556,1659
20,subordinate,30,3.631666667,1843
20,subordinate,30,,2066
20,subordinate,30,4.776388889,2873
20,subordinate,30,3.14,3138
20,subordinate,30,3.041388889,3210
20,subordinate,30,5.661111111,7094
20,unrelated,0,,1211
20,unrelated,0,,1394
20,unrelated,0,,1498
20,unrelated,0,,1650
20,unrelated,0,,1698
20,unrelated,0,,2090
20,unrelated,0,,2691
20,unrelated,0,,2802
20,unrelated,0,,2829
20,unrelated,0,,2962
20,unrelated,0,,3010
20,unrelated,0,,3523
20,unrelated,0,,3738
20,unrelated,0,,5010
20,unrelated,3,3.053611111,970
20,unrelated,3,4.032222222,979
20,unrelated,3,3.495,1074
20,unrelated,3,4.047222222,1331
20,unrelated,3,3.688888889,1410
20,unrelated,3,,1427
20,unrelated,3,1.340555556,1443
20,unrelated,3,2.113333333,1634
20,unrelated,3,5.292777778,2155
20,unrelated,3,,2219
20,unrelated,3,1.471388889,2555
20,unrelated,3,4.875277778,3059
20,unrelated,3,5.358611111,3346
20,unrelated,3,5.411944444,4106
20,unrelated,30,3.578055556,1195
20,unrelated,30,1.589444444,1242
20,unrelated,30,5.783888889,1282
20,unrelated,30,5.351666667,1330
20,unrelated,30,4.491944444,1386
20,unrelated,30,4.823055556,1395
20,unrelated,30,4.110277778,1409
20,unrelated,30,3.335,1458
20,unrelated,30,,1490
20,unrelated,30,1.827777778,1570
20,unrelated,30,4.038333333,1674
20,unrelated,30,4.8825,1866
20,unrelated,30,,2164
20,unrelated,30,4.476388889,4531
21,dominant,0,,714
21,dominant,0,,819
21,dominant,0,,1042
21,dominant,0,,1066
21,dominant,0,,1073
21,dominant,0,,1226
21,dominant,0,,1499
21,dominant,0,,2082
21,dominant,3,5.219444444,819
21,dominant,3,6.228055556,914
21,dominant,3,6.468888889,986
21,dominant,3,1.992222222,986
21,dominant,3,5.133055556,1042
21,dominant,3,6.543333333,1098
21,dominant,3,2.01,1138
21,dominant,3,4.482777778,1210
21,dominant,30,3.997222222,707
21,dominant,30,4.956944444,1060
21,dominant,30,2.814444444,1178
21,dominant,30,3.637222222,1643
21,dominant,30,6.014444444,1661
21,dominant,30,3.725277778,1771
21,dominant,30,4.290555556,1851
21,dominant,30,2.345833333,2082
21,fillerREL,0,,746
21,fillerREL,0,,787
21,fillerREL,0,,836
21,fillerREL,0,,866
21,fillerREL,0,,905
21,fillerREL,0,,1010
21,fillerREL,0,,1035
21,fillerREL,0,,1074
21,fillerREL,0,,1108
21,fillerREL,0,,1257
21,fillerREL,0,,1481
21,fillerREL,0,,1641
21,fillerREL,3,6.575555556,707
21,fillerREL,3,5.8475,730
21,fillerREL,3,5.292222222,740
21,fillerREL,3,2.704722222,746
21,fillerREL,3,2.8825,826
21,fillerREL,3,3.567222222,859
21,fillerREL,3,5.201944444,875
21,fillerREL,3,4.241388889,1155
21,fillerREL,3,3.414166667,1514
21,fillerREL,3,2.319722222,1683
21,fillerREL,3,2.413055556,2115
21,fillerREL,3,4.844722222,2649
21,fillerREL,30,3.481666667,722
21,fillerREL,30,5.113055556,754
21,fillerREL,30,4.775,834
21,fillerREL,30,4.123055556,834
21,fillerREL,30,2.680555556,865
21,fillerREL,30,5.425,873
21,fillerREL,30,5.222777778,907
21,fillerREL,30,3.095,1002
21,fillerREL,30,2.698333333,1017
21,fillerREL,30,4.599166667,1066
21,fillerREL,30,2.411666667,1739
21,fillerREL,30,3.068888889,2106
21,fillerUNREL,0,,1154
21,fillerUNREL,0,,1563
21,fillerUNREL,0,,1810
21,fillerUNREL,0,,1985
21,fillerUNREL,0,,2667
21,fillerUNREL,0,,2716
21,fillerUNREL,0,,3498
21,fillerUNREL,0,,3690
21,fillerUNREL,0,,3947
21,fillerUNREL,0,,5201
21,fillerUNREL,0,,6155
21,fillerUNREL,0,,8945
21,fillerUNREL,3,5.063055556,1393
21,fillerUNREL,3,4.223888889,1515
21,fillerUNREL,3,4.509444444,1531
21,fillerUNREL,3,4.144444444,1883
21,fillerUNREL,3,5.3325,2290
21,fillerUNREL,3,6.092777778,2378
21,fillerUNREL,3,5.600555556,2810
21,fillerUNREL,3,5.543055556,3578
21,fillerUNREL,3,6.355277778,3828
21,fillerUNREL,3,4.079166667,4682
21,fillerUNREL,3,6.357222222,5276
21,fillerUNREL,3,5.061111111,12569
21,fillerUNREL,30,1.894722222,994
21,fillerUNREL,30,1.914722222,1649
21,fillerUNREL,30,5.038333333,1842
21,fillerUNREL,30,4.683888889,1938
21,fillerUNREL,30,5.334166667,2563
21,fillerUNREL,30,5.504444444,2707
21,fillerUNREL,30,3.804166667,2762
21,fillerUNREL,30,5.650833333,3138
21,fillerUNREL,30,3.193888889,3724
21,fillerUNREL,30,4.2125,5450
