PID,BIAS,REPS,HomType,Position,CUE,POS.SHOWN,DOMREL,SUBREL,UNREL,BIAS,LEN,LgFreq,ANSWER,MS,MS.3.STDEV,MS.IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,Total
32,UNRELATED FILLER,short,,80,MORTAL,,MORTAL -- FLAG,,,,,,M,3190,192,2181,,,,,,,,,,,
32,UNRELATED FILLER,short,,34,BED,,BED -- BACON,,,,,,C,3266,196,2113,,,,,,,,,,,
32,UNRELATED FILLER,short,,20,STRAIN,,STRAIN -- SONG,,,,,,M,3367,201,1747,,,,,,,,,,,
32,UNRELATED FILLER,short,,104,JURY,,JURY -- KISS,,,,,,C,4069,244,,,,,,,,,,,,
32,UNRELATED FILLER,short,,71,SPARE,,SPARE -- NUTMEG,,,,,,C,4508,271,,,,,,,,,,,,
32,UNRELATED FILLER,short,,5,GRAPH,,GRAPH -- CROSS,,,,,,M,5029,302,1087,,,,,,,,,,,
32,UNRELATED FILLER,short,,102,INJURY,,INJURY -- BAMBOO,,,,,,C,5172,310,1295,,,,,,,,,,,
32,UNRELATED FILLER,short,,49,LOCATION,,LOCATION -- LUNCH,,,,,,C,8578,515,1323,,,,,,,,,,,
32,UNRELATED FILLER,short,,105,CONCLUDE,,CONCLUDE -- CURTAINS,,,,,,M,10108,606,3152,,,,,,,,,,,
32,UNRELATED FILLER,short,,118,SOLE,,SOLE -- TRIANGLE,,,,,,C,10286,617,,,,,,,,,,,,
32,UNRELATED FILLER,short,,128,DIET,,DIET -- FORTUNE,,,,,,C,11165,670,2266,,,,,,,,,,,
32,UNRELATED FILLER,short,,115,UNCLE,,UNCLE -- GIRAFFE,,,,,,C,14046,843,1483,,,,,,,,,,,
33,dominant,long,NV,43,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,C,801,48,,,,,,,,,,,,
33,dominant,long,NN,116,HORN,,HORN -- TRUMPET,HORN -- ANTLER,HORN -- STAPLE,0.75862069,4,1.763,M,811,48,910,,,,,,,,,,,
33,dominant,long,NV,50,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,M,890,54,,,,,,,,,,,,
33,dominant,long,NN,62,ARMS,,ARMS -- BODY,ARMS -- WEAPONDS,ARMS -- SIMPLE,0.701388889,4,3.66,M,920,55,1369,,,,,,,,,,,
33,dominant,long,NN,118,NUT,,NUT -- ALMOND,NUT -- CRAZY,NUT -- LIQUOR,0.489655172,3,2.95,M,953,57,1146,,,,,,,,,,,
33,dominant,long,NN,110,BILL,,BILL -- CHECK,BILL -- LAW,BILL -- FACT,0.571428571,4,3.95,M,986,59,2994,,,,,,,,,,,
33,dominant,long,NN,81,NAIL,,NAIL -- HAMMER,NAIL -- POLISH,NAIL -- WISDOM,0.66025641,4,2.753,M,994,59,1191,,,,,,,,,,,
33,dominant,long,NV,17,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,M,1033,62,3106,,,,,,,,,,,
33,dominant,long,NN,106,DIAMOND,,DIAMOND -- GEM,DIAMOND -- BASEBALL,DIAMOND -- MANUAL,0.880434783,7,2.61,M,1035,62,4506,,,,,,,,,,,
33,dominant,long,NV,78,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,C,1106,67,2802,,,,,,,,,,,
33,dominant,long,NV,85,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,C,1187,71,4090,,,,,,,,,,,
33,dominant,long,NN,57,CRICKET,,CRICKET -- INSECT,CRICKET -- SPROT,CRICKET -- CANDLE,0.777027027,7,2.61,M,1210,72,3067,,,,,,,,,,,
33,dominant,long,NN,104,DOUGH,,DOUGH -- COOKIE,DOUGH -- MONEY,DOUGH -- HOTEL,0.826086957,5,3.721,M,1306,78,1298,,,,,,,,,,,
33,dominant,long,NV,108,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,M,1314,79,,,,,,,,,,,,
33,dominant,long,NV,45,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,M,1425,85,6282,,,,,,,,,,,
33,dominant,long,NV,64,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,M,1722,104,2157,,,,,,,,,,,
33,dominant,short,NN,28,BALL,,BALL -- BOUNCE,BALL -- DANCE,BALL -- TARGET,0.690217391,4,3.29,M,734,44,,,,,,,,,,,,
33,dominant,short,NN,42,TEMPLE,,TEMPLE -- CHURCH,TEMPLE -- FOREHEAD,TEMPLE -- KISSING,0.765151515,6,3.08,M,765,46,1913,,,,,,,,,,,
33,dominant,short,NV,61,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,M,775,47,1613,,,,,,,,,,,
33,dominant,short,NV,54,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,M,782,47,3390,,,,,,,,,,,
33,dominant,short,NV,59,FOIL,N,FOIL -- ALUMINUM,FOIL -- RUIN,FOIL -- STREAM,0.869281046,4,2.61,M,798,48,2174,,,,,,,,,,,
33,dominant,short,NN,23,STAFF,,STAFF -- FACULTY,STAFF -- STICK,STAFF -- ORANGE,0.682432432,5,3.06,M,829,50,926,,,,,,,,,,,
33,dominant,short,NV,22,HARBOR,N,HARBOR -- BOAT,HARBOR -- SHELTER,HARBOR -- ISSUE,0.834482759,6,3.241,M,846,50,3126,,,,,,,,,,,
33,dominant,short,NN,136,GAME,,GAME -- FOOTBALL,GAME -- HUNT,GAME -- TONGUE,0.797297297,4,3.2,M,854,51,3363,,,,,,,,,,,
33,dominant,short,NV,71,HIDE,V,HIDE -- SEEK,HIDE -- COW,HIDE -- BAT,0.993,4,3.022,M,854,51,1651,,,,,,,,,,,
33,dominant,short,NN,142,BULB,,BULB -- LAMP,BULB -- FLOWER,BULB -- SUITS,0.821917808,4,2.95,M,981,59,1086,,,,,,,,,,,
33,dominant,short,NN,101,CANE,,CANE -- ELDERLY,CANE -- SUGAR,CANE -- PEANUT,0.482014388,4,2.8,M,1126,67,1554,,,,,,,,,,,
33,dominant,short,NV,87,GRATE,V,GRATE -- SHRED,GRATE -- SEWER,GRATE -- SCALP,0.952702703,5,2.28,M,1238,75,1961,,,,,,,,,,,
33,dominant,short,NV,139,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,M,1584,95,1105,,,,,,,,,,,
33,dominant,short,NN,144,CHEST,,CHEST -- BREAST,CHEST -- TREASURE,CHEST -- MUSICAL,0.5,5,2.83,C,1645,98,2966,,,,,,,,,,,
33,dominant,short,NN,115,RACKET,,RACKET -- TENNIS,RACKET -- NOISE,RACKET -- EXPERT,0.90647482,6,3.05,M,1846,111,,,,,,,,,,,,
33,dominant,short,NV,129,STUB,N,STUB -- TICKET,STUB -- HURT,STUB -- MAJOR,0.296551724,4,3.728,M,2918,175,1205,,,,,,,,,,,
33,RELATED FILLER,long,,2,MINTS,,MINTS -- CANDY,,,,,,M,0,0,1089,,,,,,,,,,,
33,RELATED FILLER,long,,47,FEATHERS,,FEATHERS -- BIRD,,,,,,M,881,53,,,,,,,,,,,,
33,RELATED FILLER,long,,60,GROVE,,GROVE -- ORANGE,,,,,,C,961,58,1336,,,,,,,,,,,
33,RELATED FILLER,long,,12,CAVITY,,CAVITY -- TOOTH,,,,,,M,985,60,2077,,,,,,,,,,,
33,RELATED FILLER,long,,152,FLESH,,FLESH -- SKIN,,,,,,M,1394,84,2110,,,,,,,,,,,
33,RELATED FILLER,long,,149,JOURNEY,,JOURNEY -- TRIP,,,,,,M,1545,93,916,,,,,,,,,,,
33,RELATED FILLER,long,,123,UNHAPPY,,UNHAPPY -- SAD,,,,,,M,1978,118,666,,,,,,,,,,,
33,RELATED FILLER,long,,150,ASTRONOMY,,ASTRONOMY -- STAR,,,,,,M,2393,143,4582,,,,,,,,,,,
33,RELATED FILLER,short,,48,FORGIVE,,FORGIVE -- FORGET,,,,,,C,782,46,1447,,,,,,,,,,,
33,RELATED FILLER,short,,95,EASY,,EASY -- HARD,,,,,,M,846,51,2434,,,,,,,,,,,
33,RELATED FILLER,short,,19,BOULDER,,BOULDER -- ROCK,,,,,,M,997,60,3160,,,,,,,,,,,
33,RELATED FILLER,short,,5,DISLIKE,,DISLIKE -- HATE,,,,,,M,1237,74,838,,,,,,,,,,,
33,RELATED FILLER,short,,112,FOREST,,FOREST -- TREE,,,,,,M,1366,82,1046,,,,,,,,,,,
33,RELATED FILLER,short,,148,PASTURE,,PASTURE -- GRAZE,,,,,,M,1533,92,920,,,,,,,,,,,
33,subordinate,long,NV,29,SWALLOW,V,SWALLOW -- CHEW,SWALLOW -- BIRD,SWALLOW -- EARL,0.987654321,7,3.018,M,864,52,4669,,,,,,,,,,,
33,subordinate,long,NV,66,BARK,V,BARK -- DOG,BARK -- TREE,BARK -- ROAD,0.798611111,4,3.76,M,865,52,7962,,,,,,,,,,,
33,subordinate,long,NN,133,CALF,,CALF -- ANIMAL,CALF -- LEG,CALF -- MOON,0.76969697,4,3.406,C,907,55,1471,,,,,,,,,,,
33,subordinate,long,NV,20,PRUNE,N,PRUNE -- FRUIT,PRUNE -- CUT,PRUNE -- WALL,0.829787234,5,3.56,C,928,56,1529,,,,,,,,,,,
33,subordinate,long,NN,11,CABINET,,CABINET -- SHELF,CABINET -- MINISTRY,CABINET -- THREAD,0.834482759,7,2.422,C,1002,61,1153,,,,,,,,,,,
33,subordinate,long,NN,35,KEY,,KEY -- LOCK,KEY -- PIANO,KEY -- HILL,0.812121212,3,3.282,M,1009,61,781,,,,,,,,,,,
33,subordinate,long,NV,13,HARP,N,HARP -- MUSIC,HARP -- NAG,HARP -- NOON,0.842424242,4,2.97,C,1027,62,702,,,,,,,,,,,
33,subordinate,long,NN,10,GRAIN,,GRAIN -- WHEAT,GRAIN -- SAND,GRAIN -- DELAY,0.689189189,5,2.75,M,1129,68,1413,,,,,,,,,,,
33,subordinate,long,NN,36,BEAM,,BEAM -- LIGHT,BEAM -- BALANCE,BEAM -- COUSIN,0.65034965,4,3.397,M,1178,70,3680,,,,,,,,,,,
33,subordinate,long,NN,14,STRAW,,STRAW -- HAY,STRAW -- SIP,STRAW -- OWL,0.5,5,2.458,M,1330,80,1659,,,,,,,,,,,
33,subordinate,long,NV,145,SLUG,N,SLUG -- SNAIL,SLUG -- SLAP,SLUG -- RAFT,0.636363636,4,2.382,C,1354,81,,,,,,,,,,,,
33,subordinate,long,NN,113,HABIT,,HABIT -- CUSTOM,HABIT -- NUN,HABIT -- TUBES,0.612244898,5,2.53,M,1409,84,2140,,,,,,,,,,,
33,subordinate,long,NV,92,PAGE,N,PAGE -- PAPER,PAGE -- CALL,PAGE -- HONEY,0.589041096,4,4.19,C,1554,93,942,,,,,,,,,,,
33,subordinate,long,NN,89,FOOT,,FOOT -- TOE,FOOT -- INCH,FOOT -- HAWK,0.867346939,4,2.81,M,1593,95,2449,,,,,,,,,,,
33,subordinate,long,NV,76,TIRE,N,TIRE -- WHEEL,TIRE -- SLEEP,TIRE -- ANGEL,0.820689,4,3.601,M,1664,100,1530,,,,,,,,,,,
33,subordinate,long,NV,130,HAMPER,N,HAMPER -- LAUNDRY,HAMPER -- HINDER,HAMPER -- HARVEST,0.736486486,6,2.29,C,1971,118,687,,,,,,,,,,,
33,subordinate,short,NV,80,PUNCH,V,PUNCH -- FIGHT,PUNCH -- DRINK,PUNCH -- CLOSE,0.79,5,4.049,C,718,43,1704,,,,,,,,,,,
33,subordinate,short,NN,72,DIGIT,,DIGIT -- NUMBER,DIGIT -- FINGER,DIGIT -- CAUGHT,0.839378238,5,3.68,C,751,45,3073,,,,,,,,,,,
33,subordinate,short,NN,119,MARBLE,,MARBLE -- STONE,MARBLE -- ROUND,MARBLE -- MAGIC,0.489655172,6,3.43,C,887,53,,,,,,,,,,,,
33,subordinate,short,NN,55,FAULT,,FAULT -- BLAME,FAULT -- EARTHQUAKE,FAULT -- HOMEWORK,0.641891892,5,3.01,C,909,54,1009,,,,,,,,,,,
33,subordinate,short,NV,33,SCALE,N,SCALE -- WEIGH,SCALE -- CLIMB,SCALE -- THUMB,0.803030303,5,2.78,M,909,54,651,,,,,,,,,,,
33,subordinate,short,NN,79,LIMB,,LIMB -- ARM,LIMB -- BRANCH,LIMB -- PLATE,0.563492063,4,3.12,M,1022,61,681,,,,,,,,,,,
33,subordinate,short,NV,37,VACUUM,V,VACUUM -- CLEAN,VACUUM -- SPACE,VACUUM -- HORSE,0.958333333,6,3.66,M,1029,62,794,,,,,,,,,,,
33,subordinate,short,NN,24,CABLE,,CABLE -- TELEVISION,CABLE -- CORD,CABLE -- WHISTLE,0.716216216,5,2.9,M,1054,63,2382,,,,,,,,,,,
33,subordinate,short,NV,82,GROOM,N,GROOM -- BRIDE,GROOM -- COMB,GROOM -- DIME,0.657608696,5,2.79,C,1057,63,1737,,,,,,,,,,,
33,subordinate,short,NN,51,GAS,,GAS -- PETROLEUM,GAS -- SOLID,GAS -- PAYROLL,0.794871795,3,2.41,C,1096,66,2470,,,,,,,,,,,
33,subordinate,short,NV,6,TRAIN,N,TRAIN -- RAILROAD,TRAIN -- TEACH,TRAIN -- REALITY,0.84,5,3.19,C,1117,67,1819,,,,,,,,,,,
33,subordinate,short,NV,93,FLY,N,FLY -- BUG,FLY -- AIRPLANE,FLY -- FROZEN,0.604060914,3,2.89,M,1118,67,1066,,,,,,,,,,,
33,subordinate,short,NV,109,COAST,N,COAST -- SHORE,COAST -- GLIDE,COAST -- FEAST,0.72,5,2.54,M,1143,68,526,,,,,,,,,,,
33,subordinate,short,NV,98,HAND,N,HAND -- GLOVE,HAND -- GIVE,HAND -- NONE,0.848484848,4,3.751,C,1452,88,1191,,,,,,,,,,,
33,subordinate,short,NN,86,BEEF,,BEEF -- COMPLAINT,BEEF -- COMPLAINT,BEEF -- BLANKET,0.878787879,4,2.82,C,1558,94,926,,,,,,,,,,,
33,subordinate,short,NN,88,RULER,,RULER -- MEASURE,RULER -- KING,RULER -- SIGNAL,0.777777778,5,3.28,C,1590,95,1337,,,,,,,,,,,
33,unrelated,long,NN,73,LOG,,LOG -- CABIN,LOG -- JOURNAL,LOG -- WAITER,0.854545455,3,2.83,C,730,44,1742,,,,,,,,,,,
33,unrelated,long,NV,15,POP,N,POP -- SODA,POP -- BURST,POP -- BELLS,0.385135135,3,2.83,C,801,49,,,,,,,,,,,,
33,unrelated,long,NV,21,DUCK,N,DUCK -- GOOSE,DUCK -- UNDER,DUCK -- CLOCK,0.930232558,4,3.476,C,801,48,,,,,,,,,,,,
33,unrelated,long,NV,70,DOCTOR,N,DOCTOR -- HOSPITAL,DOCTOR -- TAMPER,DOCTOR -- CIRCLES,0.737373737,6,2.61,C,842,50,2586,,,,,,,,,,,
33,unrelated,long,NN,25,POOL,,POOL -- SWIM,POOL -- BILLIARDS,POOL -- CURFEW,0.810055866,4,2.371,C,947,57,1086,,,,,,,,,,,
33,unrelated,long,NN,124,PUPIL,,PUPIL -- STUDENT,PUPIL -- EYE,PUPIL -- FIELD,0.785714286,5,3.55,C,1059,64,,,,,,,,,,,,
33,unrelated,long,NN,126,POKER,,POKER -- CHIPS,POKER -- FIRE,POKER -- GLASS,0.882758621,5,3.49,C,1072,65,849,,,,,,,,,,,
33,unrelated,long,NV,114,PITCH,V,PITCH -- CATCH,PITCH -- TONE,PITCH -- DUMB,0.95139,5,3.38,C,1157,69,1102,,,,,,,,,,,
33,unrelated,long,NN,39,YARD,,YARD -- FENCE,YARD -- MILE,YARD -- SLAVE,0.637795276,4,2.97,C,1209,73,1987,,,,,,,,,,,
33,unrelated,long,NV,68,SWAMP,N,SWAMP -- MARSH,SWAMP -- OVERWHELM,SWAMP -- ROOFTOP,0.888888889,5,1.91,C,1218,73,1614,,,,,,,,,,,
33,unrelated,long,NN,107,PIT,,PIT -- HOLE,PIT -- CHERRY,PIT -- CRASH,0.549295775,3,3.16,M,1554,93,1022,,,,,,,,,,,
33,unrelated,long,NN,34,DEGREE,,DEGREE -- COLLEGE,DEGREE -- TEMPERATURE,DEGREE -- FORGOTTEN,0.465753425,6,3.25,C,1970,118,4895,,,,,,,,,,,
33,unrelated,long,NV,134,RELISH,N,RELISH -- PICKLE,RELISH -- ENJOY,RELISH -- RECALL,0.614864865,6,3,C,2019,121,4576,,,,,,,,,,,
33,unrelated,long,NN,117,BATTERY,,BATTERY -- ACID,BATTERY -- ASSAULT,BATTERLY -- STABLE,0.746753247,7,2.83,C,2025,122,2073,,,,,,,,,,,
33,unrelated,long,NV,103,SOIL,N,SOIL -- PLANT,SOIL - SMUDGE,SOIL -- GRAVY,0.929292929,4,2.431,C,2186,131,1491,,,,,,,,,,,
33,unrelated,long,NV,90,PARK,N,PARK -- PICNIC,PARK -- STOP,PARK -- COUNT,0.682432432,4,3.662,C,3602,216,9438,,,,,,,,,,,
33,unrelated,short,NV,97,VAULT,N,VAULT -- BANK,VAULT -- JUMP,VAULT -- SOUL,0.745454545,5,3.594,M,0,0,859,,,,,,,,,,,
33,unrelated,short,NV,125,JERK,N,JERK -- MEAN,JERK -- YANK,JERK -- DEEP,0.410596026,4,3.59,M,0,0,1476,,,,,,,,,,,
33,unrelated,short,NV,52,BOLT,N,BOLT -- SCREW,BOLT -- RUN,BOLT -- KISS,0.635802469,4,3.791,C,797,48,3305,,,,,,,,,,,
33,unrelated,short,NV,8,DITCH,N,DITCH -- DIRT,DITCH -- LEAVE,DITCH -- MOVIE,1,5,3.8,C,916,55,814,,,,,,,,,,,
33,unrelated,short,NN,44,KID,,KID - CHILD,KID -- GOAT,KID -- STONE,0.817567568,3,3.32,C,990,59,1481,,,,,,,,,,,
33,unrelated,short,NV,18,SQUASH,N,SQUASH -- VEGETABLE,SQUASH -- FLATTEN,SQUASH -- PARANOIA,0.681818182,6,2.14,C,998,59,1696,,,,,,,,,,,
33,unrelated,short,NV,74,EGG,N,EGG -- CHICKEN,EGG -- TAUNT,EGG -- VELVET,0.842424242,3,2.51,C,1031,61,4319,,,,,,,,,,,
33,unrelated,short,NV,102,DASH,V,DASH -- RUN,DASH -- SALT,DASH -- ROCK,0.939189189,4,3.64,C,1055,63,830,,,,,,,,,,,
33,unrelated,short,NN,146,TRUNK,,TRUNK -- CAR,TRUNK -- ELEPHANT,TRUNK -- GROUND,0.585034014,5,3.57,C,1092,66,2027,,,,,,,,,,,
33,unrelated,short,NN,27,CRUST,,CRUST -- PIE,CRUST -- EARTH,CRUST -- DOGS,0.932432432,5,3.432,C,1110,67,,,,,,,,,,,,
33,unrelated,short,NN,53,JOINT,,JOINT -- ELBOW,JOINT -- MARIJUANA,JOINT -- PAJAMAS,0.317241379,5,2.47,C,1127,67,1041,,,,,,,,,,,
33,unrelated,short,NV,7,SKIRT,N,SKIRT -- BLOUSE,SKIRT -- AVOID,SKIRT -- ROBOT,0.878205128,5,2.794,C,1156,70,1002,,,,,,,,,,,
33,unrelated,short,NN,83,FAN,,FAN -- AIR,FAN -- SPORTS,FAN -- BEAR,0.797297297,3,3.467,M,1158,70,1252,,,,,,,,,,,
33,unrelated,short,NN,99,YARN,,YARN -- WOOL,YARN -- STORY,YARN -- PILOT ,0.850393701,4,3.13,C,1390,84,1174,,,,,,,,,,,
33,unrelated,short,NN,96,SENTENCE,,SENTENCE -- PARAGRAPH,SENTENCE -- JUDGMENT,SENTENCE -- POSSESSED,0.647887324,8,2.53,C,1693,102,2463,,,,,,,,,,,
33,unrelated,short,NN,120,LETTER,,LETTER -- MAIL,LETTER -- ALPHABET,LETTER -- PLANTS,0.783783784,6,2.69,C,1886,113,1314,,,,,,,,,,,
33,UNRELATED FILLER,long,,3,ATLAS,,ATLAS -- MODERN,,,,,,C,0,0,1507,,,,,,,,,,,
33,UNRELATED FILLER,long,,41,STORY,,STORY -- BEND,,,,,,C,809,48,1202,,,,,,,,,,,
33,UNRELATED FILLER,long,,9,BED,,BED -- BACON,,,,,,C,837,50,5360,,,,,,,,,,,
33,UNRELATED FILLER,long,,65,BLANKET,,BLANKET -- HOOP,,,,,,C,897,54,,,,,,,,,,,,
33,UNRELATED FILLER,long,,67,COSTUME,,COSTUME -- EXERCISE,,,,,,C,946,57,986,,,,,,,,,,,
33,UNRELATED FILLER,long,,75,MASON,,MASON -- KNEE,,,,,,C,986,59,2471,,,,,,,,,,,
33,UNRELATED FILLER,long,,40,BITTER,,BITTER -- SCARF,,,,,,C,1002,60,838,,,,,,,,,,,
33,UNRELATED FILLER,long,,128,REFLECT,,REFLECT -- FONT,,,,,,C,1106,66,,,,,,,,,,,,
33,UNRELATED FILLER,long,,49,WEARY,,WEARY -- MIRAGE,,,,,,C,1201,72,1274,,,,,,,,,,,
33,UNRELATED FILLER,long,,31,DIET,,DIET -- FORTUNE,,,,,,C,1217,73,2257,,,,,,,,,,,
33,UNRELATED FILLER,long,,156,ATOM,,ATOM -- SNAKE,,,,,,C,1273,76,794,,,,,,,,,,,
33,UNRELATED FILLER,long,,63,SOLE,,SOLE -- TRIANGLE,,,,,,C,1274,76,1058,,,,,,,,,,,
33,UNRELATED FILLER,long,,77,ROW,,ROW -- MARKET,,,,,,C,1274,76,885,,,,,,,,,,,
33,UNRELATED FILLER,long,,137,CONCLUDE,,CONCLUDE -- CURTAINS,,,,,,C,1393,84,1480,,,,,,,,,,,
33,UNRELATED FILLER,long,,140,SURPLUS,,SURPLUS -- LANDING,,,,,,C,1401,84,,,,,,,,,,,,
33,UNRELATED FILLER,long,,4,CREST,,CREST -- CAT,,,,,,C,1411,84,3076,,,,,,,,,,,
33,UNRELATED FILLER,long,,91,SPARE,,SPARE -- NUTMEG,,,,,,C,1450,87,1241,,,,,,,,,,,
33,UNRELATED FILLER,long,,155,SAIL,,SAIL -- LEASE,,,,,,C,1454,87,1034,,,,,,,,,,,
33,UNRELATED FILLER,long,,16,LENS,,LENS -- BRAVERY,,,,,,M,1475,89,1092,,,,,,,,,,,
33,UNRELATED FILLER,long,,138,BUZZ,,BUZZ -- TEMPT,,,,,,C,1585,96,1474,,,,,,,,,,,
33,UNRELATED FILLER,long,,131,UNCLE,,UNCLE -- GIRAFFE,,,,,,C,2153,129,1710,,,,,,,,,,,
33,UNRELATED FILLER,long,,151,JURY,,JURY -- KISS,,,,,,C,4090,246,1254,,,,,,,,,,,
33,UNRELATED FILLER,short,,153,GRAPH,,GRAPH -- CROSS,,,,,,M,0,0,1555,,,,,,,,,,,
33,UNRELATED FILLER,short,,154,COIN,,COIN -- DETAIL,,,,,,M,0,0,1817,,,,,,,,,,,
33,UNRELATED FILLER,short,,1,DEBUT,,DEBUT -- STRETCH,,,,,,M,177,11,1189,,,,,,,,,,,
33,UNRELATED FILLER,short,,32,RAIN,,RAIN -- JUSTICE,,,,,,C,919,55,1379,,,,,,,,,,,
33,UNRELATED FILLER,short,,132,ARMY,,ARMY -- QUESTION,,,,,,C,926,55,1390,,,,,,,,,,,
33,UNRELATED FILLER,short,,143,WARRANT,,WARRANT -- SICK,,,,,,C,926,56,1006,,,,,,,,,,,
33,UNRELATED FILLER,short,,56,FELLOW,,FELLOW -- RUB,,,,,,C,942,57,801,,,,,,,,,,,
33,UNRELATED FILLER,short,,111,INJURY,,INJURY -- BAMBOO,,,,,,C,951,57,1022,,,,,,,,,,,
33,UNRELATED FILLER,short,,30,APPLAUSE,,APPLAUSE -- RIFLE,,,,,,C,990,59,1323,,,,,,,,,,,
33,UNRELATED FILLER,short,,121,MARGIN,,MARGIN -- MEDICINE,,,,,,C,1006,60,766,,,,,,,,,,,
33,UNRELATED FILLER,short,,58,MUFFIN,,MUFFIN -- BEACH,,,,,,C,1022,61,651,,,,,,,,,,,
33,UNRELATED FILLER,short,,26,PENALTY,,PENALTY -- GUITAR,,,,,,C,1101,66,935,,,,,,,,,,,
33,UNRELATED FILLER,short,,46,LAWYER,,LAWYER -- MICROWAVE,,,,,,C,1110,67,1718,,,,,,,,,,,
33,UNRELATED FILLER,short,,122,LIME,,LIME -- WING,,,,,,C,1135,68,1093,,,,,,,,,,,
33,UNRELATED FILLER,short,,38,TREND,,TREND -- OCEAN,,,,,,M,1159,69,1190,,,,,,,,,,,
33,UNRELATED FILLER,short,,69,MAPLE,,MAPLE -- SHEETS,,,,,,C,1191,72,806,,,,,,,,,,,
33,UNRELATED FILLER,short,,100,SPONSOR,,SPONSOR -- POET,,,,,,C,1286,77,1331,,,,,,,,,,,
33,UNRELATED FILLER,short,,127,STRAIN,,STRAIN -- SONG,,,,,,M,1286,77,1274,,,,,,,,,,,
33,UNRELATED FILLER,short,,147,CONTACT,,CONTACT -- TRIGGER,,,,,,C,1309,78,1545,,,,,,,,,,,
33,UNRELATED FILLER,short,,94,FRAME,,FRAME -- SHORT,,,,,,C,1342,81,3621,,,,,,,,,,,
33,UNRELATED FILLER,short,,105,LOCATION,,LOCATION -- LUNCH,,,,,,C,1413,85,2010,,,,,,,,,,,
33,UNRELATED FILLER,short,,141,STEEL,,STEEL -- FAST,,,,,,C,1573,95,782,,,,,,,,,,,
33,UNRELATED FILLER,short,,84,MORTAL,,MORTAL -- FLAG,,,,,,C,2014,121,,,,,,,,,,,,
33,UNRELATED FILLER,short,,135,BASKET,,BASKET -- SMART,,,,,,C,2278,137,702,,,,,,,,,,,
34,dominant,long,NV,115,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,C,1,0,1866,,,,,,,,,,,
34,dominant,long,NN,106,CABLE,,CABLE -- TELEVISION,CABLE -- CORD,CABLE -- WHISTLE,0.716216216,5,2.9,M,483,29,1647,,,,,,,,,,,
34,dominant,long,NN,118,DIGIT,,DIGIT -- NUMBER,DIGIT -- FINGER,DIGIT -- CAUGHT,0.839378238,5,3.68,M,672,40,1885,,,,,,,,,,,
34,dominant,long,NV,10,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,M,688,42,2533,,,,,,,,,,,
34,dominant,long,NN,70,MARBLE,,MARBLE -- STONE,MARBLE -- ROUND,MARBLE -- MAGIC,0.489655172,6,3.43,M,707,43,,,,,,,,,,,,
34,dominant,long,NV,107,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,M,721,43,,,,,,,,,,,,
34,dominant,long,NV,50,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,M,746,45,2278,,,,,,,,,,,
34,dominant,long,NV,89,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,M,753,45,,,,,,,,,,,,
34,dominant,long,NV,32,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,M,809,48,1090,,,,,,,,,,,
34,dominant,long,NN,31,FAULT,,FAULT -- BLAME,FAULT -- EARTHQUAKE,FAULT -- HOMEWORK,0.641891892,5,3.01,M,882,53,,,,,,,,,,,,
34,dominant,long,NN,57,GAS,,GAS -- PETROLEUM,GAS -- SOLID,GAS -- PAYROLL,0.794871795,3,2.41,M,898,54,,,,,,,,,,,,
34,dominant,long,NV,15,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,M,970,58,974,,,,,,,,,,,
34,dominant,long,NV,42,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,M,1018,61,,,,,,,,,,,,
