PID,BIAS,REPS,HomType,Position,CUE,POS.SHOWN,DOMREL,SUBREL,UNREL,BIAS,LEN,LgFreq,ANSWER,MS,MS.3.STDEV,MS.IQR,,PID,MEAN,STDEV,MIN,MAX,MEDIAN,IQR,Min,Max,Total
22,subordinate,long,NV,117,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,M,2282,137,543,,,,,,,,,,,
22,subordinate,long,NN,128,LETTER,,LETTER -- MAIL,LETTER -- ALPHABET,LETTER -- PLANTS,0.783783784,6,2.69,M,2443,147,5123,,,,,,,,,,,
22,subordinate,short,NN,35,KEY,,KEY -- LOCK,KEY -- PIANO,KEY -- HILL,0.812121212,3,3.282,M,661,39,1931,,,,,,,,,,,
22,subordinate,short,NV,34,STUB,N,STUB -- TICKET,STUB -- HURT,STUB -- MAJOR,0.296551724,4,3.728,M,711,43,1086,,,,,,,,,,,
22,subordinate,short,NV,96,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,M,727,44,2777,,,,,,,,,,,
22,subordinate,short,NN,97,BEAM,,BEAM -- LIGHT,BEAM -- BALANCE,BEAM -- COUSIN,0.65034965,4,3.397,M,918,55,1034,,,,,,,,,,,
22,subordinate,short,NN,45,GRAIN,,GRAIN -- WHEAT,GRAIN -- SAND,GRAIN -- DELAY,0.689189189,5,2.75,M,998,60,1339,,,,,,,,,,,
22,subordinate,short,NN,27,CALF,,CALF -- ANIMAL,CALF -- LEG,CALF -- MOON,0.76969697,4,3.406,M,1134,69,,,,,,,,,,,,
22,subordinate,short,NV,88,HIDE,V,HIDE -- SEEK,HIDE -- COW,HIDE -- BAT,0.993,4,3.022,C,1189,71,2036,,,,,,,,,,,
22,subordinate,short,NN,105,HABIT,,HABIT -- CUSTOM,HABIT -- NUN,HABIT -- TUBES,0.612244898,5,2.53,C,1406,84,2988,,,,,,,,,,,
22,subordinate,short,NN,139,CABINET,,CABINET -- SHELF,CABINET -- MINISTRY,CABINET -- THREAD,0.834482759,7,2.422,C,1446,87,1171,,,,,,,,,,,
22,subordinate,short,NV,118,HARBOR,N,HARBOR -- BOAT,HARBOR -- SHELTER,HARBOR -- ISSUE,0.834482759,6,3.241,M,1528,92,,,,,,,,,,,,
22,subordinate,short,NN,63,FOOT,,FOOT -- TOE,FOOT -- INCH,FOOT -- HAWK,0.867346939,4,2.81,M,1751,105,983,,,,,,,,,,,
22,subordinate,short,NV,22,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,C,1798,108,,,,,,,,,,,,
22,subordinate,short,NV,36,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,M,1910,115,,,,,,,,,,,,
22,subordinate,short,NV,77,FOIL,N,FOIL -- ALUMINUM,FOIL -- RUIN,FOIL -- STREAM,0.869281046,4,2.61,M,2310,139,2005,,,,,,,,,,,
22,subordinate,short,NN,29,STRAW,,STRAW -- HAY,STRAW -- SIP,STRAW -- OWL,0.5,5,2.458,M,2398,143,2483,,,,,,,,,,,
22,subordinate,short,NV,91,GRATE,V,GRATE -- SHRED,GRATE -- SEWER,GRATE -- SCALP,0.952702703,5,2.28,M,3118,188,,,,,,,,,,,,
22,unrelated,long,NN,136,GAME,,GAME -- FOOTBALL,GAME -- HUNT,GAME -- TONGUE,0.797297297,4,3.2,M,825,50,1062,,,,,,,,,,,
22,unrelated,long,NV,23,BARK,V,BARK -- DOG,BARK -- TREE,BARK -- ROAD,0.798611111,4,3.76,C,834,50,5905,,,,,,,,,,,
22,unrelated,long,NV,104,PRUNE,N,PRUNE -- FRUIT,PRUNE -- CUT,PRUNE -- WALL,0.829787234,5,3.56,C,986,59,2358,,,,,,,,,,,
22,unrelated,long,NN,20,CANE,,CANE -- ELDERLY,CANE -- SUGAR,CANE -- PEANUT,0.482014388,4,2.8,C,1082,65,630,,,,,,,,,,,
22,unrelated,long,NN,40,CHEST,,CHEST -- BREAST,CHEST -- TREASURE,CHEST -- MUSICAL,0.5,5,2.83,C,1244,75,1262,,,,,,,,,,,
22,unrelated,long,NN,110,BALL,,BALL -- BOUNCE,BALL -- DANCE,BALL -- TARGET,0.690217391,4,3.29,C,1250,75,,,,,,,,,,,,
22,unrelated,long,NV,81,TIRE,N,TIRE -- WHEEL,TIRE -- SLEEP,TIRE -- ANGEL,0.820689,4,3.601,C,1353,81,5515,,,,,,,,,,,
22,unrelated,long,NV,26,SWALLOW,V,SWALLOW -- CHEW,SWALLOW -- BIRD,SWALLOW -- EARL,0.987654321,7,3.018,M,1370,83,,,,,,,,,,,,
22,unrelated,long,NN,56,TEMPLE,,TEMPLE -- CHURCH,TEMPLE -- FOREHEAD,TEMPLE -- KISSING,0.765151515,6,3.08,C,1427,86,1950,,,,,,,,,,,
22,unrelated,long,NN,87,STAFF,,STAFF -- FACULTY,STAFF -- STICK,STAFF -- ORANGE,0.682432432,5,3.06,C,1483,89,735,,,,,,,,,,,
22,unrelated,long,NV,129,SLUG,N,SLUG -- SNAIL,SLUG -- SLAP,SLUG -- RAFT,0.636363636,4,2.382,C,1512,91,3645,,,,,,,,,,,
22,unrelated,long,NN,119,RACKET,,RACKET -- TENNIS,RACKET -- NOISE,RACKET -- EXPERT,0.90647482,6,3.05,C,1650,99,829,,,,,,,,,,,
22,unrelated,long,NV,48,HAMPER,N,HAMPER -- LAUNDRY,HAMPER -- HINDER,HAMPER -- HARVEST,0.736486486,6,2.29,C,1837,110,,,,,,,,,,,,
22,unrelated,long,NN,120,BULB,,BULB -- LAMP,BULB -- FLOWER,BULB -- SUITS,0.821917808,4,2.95,C,2315,139,2149,,,,,,,,,,,
22,unrelated,long,NV,145,HARP,N,HARP -- MUSIC,HARP -- NAG,HARP -- NOON,0.842424242,4,2.97,C,3011,181,1330,,,,,,,,,,,
22,unrelated,long,NV,72,PAGE,N,PAGE -- PAPER,PAGE -- CALL,PAGE -- HONEY,0.589041096,4,4.19,C,3307,199,1817,,,,,,,,,,,
22,unrelated,short,NV,106,VACUUM,V,VACUUM -- CLEAN,VACUUM -- SPACE,VACUUM -- HORSE,0.958333333,6,3.66,C,790,47,,,,,,,,,,,,
22,unrelated,short,NV,103,HAND,N,HAND -- GLOVE,HAND -- GIVE,HAND -- NONE,0.848484848,4,3.751,C,1005,60,734,,,,,,,,,,,
22,unrelated,short,NV,85,SCALE,N,SCALE -- WEIGH,SCALE -- CLIMB,SCALE -- THUMB,0.803030303,5,2.78,C,1079,64,,,,,,,,,,,,
22,unrelated,short,NN,98,PUPIL,,PUPIL -- STUDENT,PUPIL -- EYE,PUPIL -- FIELD,0.785714286,5,3.55,C,1174,70,1849,,,,,,,,,,,
22,unrelated,short,NV,15,PUNCH,V,PUNCH -- FIGHT,PUNCH -- DRINK,PUNCH -- CLOSE,0.79,5,4.049,C,1174,70,687,,,,,,,,,,,
22,unrelated,short,NV,16,TRAIN,N,TRAIN -- RAILROAD,TRAIN -- TEACH,TRAIN -- REALITY,0.84,5,3.19,C,1262,76,819,,,,,,,,,,,
22,unrelated,short,NN,42,LOG,,LOG -- CABIN,LOG -- JOURNAL,LOG -- WAITER,0.854545455,3,2.83,C,1326,80,1238,,,,,,,,,,,
22,unrelated,short,NN,52,DEGREE,,DEGREE -- COLLEGE,DEGREE -- TEMPERATURE,DEGREE -- FORGOTTEN,0.465753425,6,3.25,C,1334,80,3139,,,,,,,,,,,
22,unrelated,short,NN,19,POOL,,POOL -- SWIM,POOL -- BILLIARDS,POOL -- CURFEW,0.810055866,4,2.371,C,1350,81,2782,,,,,,,,,,,
22,unrelated,short,NV,140,FLY,N,FLY -- BUG,FLY -- AIRPLANE,FLY -- FROZEN,0.604060914,3,2.89,C,1425,86,1810,,,,,,,,,,,
22,unrelated,short,NN,124,PIT,,PIT -- HOLE,PIT -- CHERRY,PIT -- CRASH,0.549295775,3,3.16,C,1654,99,698,,,,,,,,,,,
22,unrelated,short,NV,135,GROOM,N,GROOM -- BRIDE,GROOM -- COMB,GROOM -- DIME,0.657608696,5,2.79,C,1654,99,1882,,,,,,,,,,,
22,unrelated,short,NN,109,POKER,,POKER -- CHIPS,POKER -- FIRE,POKER -- GLASS,0.882758621,5,3.49,M,1975,119,734,,,,,,,,,,,
22,unrelated,short,NV,75,COAST,N,COAST -- SHORE,COAST -- GLIDE,COAST -- FEAST,0.72,5,2.54,C,2015,121,1619,,,,,,,,,,,
22,unrelated,short,NN,70,BATTERY,,BATTERY -- ACID,BATTERY -- ASSAULT,BATTERLY -- STABLE,0.746753247,7,2.83,C,3015,181,1477,,,,,,,,,,,
22,unrelated,short,NN,78,YARD,,YARD -- FENCE,YARD -- MILE,YARD -- SLAVE,0.637795276,4,2.97,C,3062,184,3523,,,,,,,,,,,
22,UNRELATED FILLER,long,,59,SOLE,,SOLE -- TRIANGLE,,,,,,C,675,40,2926,,,,,,,,,,,
22,UNRELATED FILLER,long,,44,BED,,BED -- BACON,,,,,,C,762,45,2189,,,,,,,,,,,
22,UNRELATED FILLER,long,,101,COIN,,COIN -- DETAIL,,,,,,C,825,50,1558,,,,,,,,,,,
22,UNRELATED FILLER,long,,5,BITTER,,BITTER -- SCARF,,,,,,C,850,51,2234,,,,,,,,,,,
22,UNRELATED FILLER,long,,18,DIET,,DIET -- FORTUNE,,,,,,C,912,54,1150,,,,,,,,,,,
22,UNRELATED FILLER,long,,14,BLANKET,,BLANKET -- HOOP,,,,,,M,929,56,1122,,,,,,,,,,,
22,UNRELATED FILLER,long,,57,JURY,,JURY -- KISS,,,,,,C,969,58,,,,,,,,,,,,
22,UNRELATED FILLER,long,,41,MORTAL,,MORTAL -- FLAG,,,,,,C,995,60,3495,,,,,,,,,,,
22,UNRELATED FILLER,long,,82,STRAIN,,STRAIN -- SONG,,,,,,C,1050,63,,,,,,,,,,,,
22,UNRELATED FILLER,long,,92,WEARY,,WEARY -- MIRAGE,,,,,,C,1082,65,1006,,,,,,,,,,,
22,UNRELATED FILLER,long,,54,RAIN,,RAIN -- JUSTICE,,,,,,C,1131,68,805,,,,,,,,,,,
22,UNRELATED FILLER,long,,3,GRAPH,,GRAPH -- CROSS,,,,,,C,1161,69,842,,,,,,,,,,,
22,UNRELATED FILLER,long,,43,CONCLUDE,,CONCLUDE -- CURTAINS,,,,,,C,1184,71,1092,,,,,,,,,,,
22,UNRELATED FILLER,long,,68,SPARE,,SPARE -- NUTMEG,,,,,,C,1193,71,1095,,,,,,,,,,,
22,UNRELATED FILLER,long,,21,APPLAUSE,,APPLAUSE -- RIFLE,,,,,,C,1209,73,1957,,,,,,,,,,,
22,UNRELATED FILLER,long,,99,UNCLE,,UNCLE -- GIRAFFE,,,,,,C,1242,74,,,,,,,,,,,,
22,UNRELATED FILLER,long,,8,BASKET,,BASKET -- SMART,,,,,,C,1314,79,1930,,,,,,,,,,,
22,UNRELATED FILLER,long,,2,CONTACT,,CONTACT -- TRIGGER,,,,,,C,1607,96,1873,,,,,,,,,,,
22,UNRELATED FILLER,long,,102,SAIL,,SAIL -- LEASE,,,,,,C,1754,105,1264,,,,,,,,,,,
22,UNRELATED FILLER,long,,83,MASON,,MASON -- KNEE,,,,,,C,1803,109,938,,,,,,,,,,,
22,UNRELATED FILLER,long,,121,SURPLUS,,SURPLUS -- LANDING,,,,,,C,2154,130,1362,,,,,,,,,,,
22,UNRELATED FILLER,long,,138,STORY,,STORY -- BEND,,,,,,C,2481,149,3053,,,,,,,,,,,
22,UNRELATED FILLER,long,,133,ATOM,,ATOM -- SNAKE,,,,,,C,3435,207,1301,,,,,,,,,,,
22,UNRELATED FILLER,short,,112,SPONSOR,,SPONSOR -- POET,,,,,,C,734,44,4948,,,,,,,,,,,
22,UNRELATED FILLER,short,,107,MARGIN,,MARGIN -- MEDICINE,,,,,,C,790,48,3307,,,,,,,,,,,
22,UNRELATED FILLER,short,,10,INJURY,,INJURY -- BAMBOO,,,,,,C,925,56,1122,,,,,,,,,,,
22,UNRELATED FILLER,short,,24,STEEL,,STEEL -- FAST,,,,,,C,998,60,3071,,,,,,,,,,,
22,UNRELATED FILLER,short,,11,ROW,,ROW -- MARKET,,,,,,C,1015,61,679,,,,,,,,,,,
22,UNRELATED FILLER,short,,12,COSTUME,,COSTUME -- EXERCISE,,,,,,C,1063,64,834,,,,,,,,,,,
22,UNRELATED FILLER,short,,132,ATLAS,,ATLAS -- MODERN,,,,,,C,1142,69,1241,,,,,,,,,,,
22,UNRELATED FILLER,short,,137,MAPLE,,MAPLE -- SHEETS,,,,,,C,1262,75,926,,,,,,,,,,,
22,UNRELATED FILLER,short,,149,LOCATION,,LOCATION -- LUNCH,,,,,,C,1263,75,1038,,,,,,,,,,,
22,UNRELATED FILLER,short,,125,CREST,,CREST -- CAT,,,,,,C,1327,79,2926,,,,,,,,,,,
22,UNRELATED FILLER,short,,76,WARRANT,,WARRANT -- SICK,,,,,,C,1374,82,1518,,,,,,,,,,,
22,UNRELATED FILLER,short,,1,LAWYER,,LAWYER -- MICROWAVE,,,,,,C,1382,83,,,,,,,,,,,,
22,UNRELATED FILLER,short,,126,LIME,,LIME -- WING,,,,,,C,1415,85,1352,,,,,,,,,,,
22,UNRELATED FILLER,short,,154,MUFFIN,,MUFFIN -- BEACH,,,,,,C,1502,90,,,,,,,,,,,,
22,UNRELATED FILLER,short,,156,LENS,,LENS -- BRAVERY,,,,,,C,2021,122,5010,,,,,,,,,,,
22,UNRELATED FILLER,short,,111,PENALTY,,PENALTY -- GUITAR,,,,,,C,2423,146,,,,,,,,,,,,
22,UNRELATED FILLER,short,,155,DEBUT,,DEBUT -- STRETCH,,,,,,C,2463,147,2548,,,,,,,,,,,
22,UNRELATED FILLER,short,,80,FRAME,,FRAME -- SHORT,,,,,,C,2519,151,2037,,,,,,,,,,,
22,UNRELATED FILLER,short,,148,FELLOW,,FELLOW -- RUB,,,,,,C,3358,202,3400,,,,,,,,,,,
22,UNRELATED FILLER,short,,55,TREND,,TREND -- OCEAN,,,,,,C,3582,215,2078,,,,,,,,,,,
22,UNRELATED FILLER,short,,122,REFLECT,,REFLECT -- FONT,,,,,,C,3702,223,2991,,,,,,,,,,,
22,UNRELATED FILLER,short,,67,BUZZ,,BUZZ -- TEMPT,,,,,,C,4198,252,1039,,,,,,,,,,,
22,UNRELATED FILLER,short,,146,ARMY,,ARMY -- QUESTION,,,,,,C,4454,267,6286,,,,,,,,,,,
23,dominant,long,NN,8,BILL,,BILL -- CHECK,BILL -- LAW,BILL -- FACT,0.571428571,4,3.95,M,688,41,4066,,,,,,,,,,,
23,dominant,long,NV,79,PARK,N,PARK -- PICNIC,PARK -- STOP,PARK -- COUNT,0.682432432,4,3.662,M,746,45,1464,,,,,,,,,,,
23,dominant,long,NV,130,DUCK,N,DUCK -- GOOSE,DUCK -- UNDER,DUCK -- CLOCK,0.930232558,4,3.476,M,770,46,1638,,,,,,,,,,,
23,dominant,long,NV,42,POP,N,POP -- SODA,POP -- BURST,POP -- BELLS,0.385135135,3,2.83,M,771,46,1868,,,,,,,,,,,
23,dominant,long,NN,97,NUT,,NUT -- ALMOND,NUT -- CRAZY,NUT -- LIQUOR,0.489655172,3,2.95,M,778,47,1825,,,,,,,,,,,
23,dominant,long,NV,71,RELISH,N,RELISH -- PICKLE,RELISH -- ENJOY,RELISH -- RECALL,0.614864865,6,3,M,785,48,2977,,,,,,,,,,,
23,dominant,long,NN,64,HORN,,HORN -- TRUMPET,HORN -- ANTLER,HORN -- STAPLE,0.75862069,4,1.763,M,819,49,1363,,,,,,,,,,,
23,dominant,long,NV,48,DOCTOR,N,DOCTOR -- HOSPITAL,DOCTOR -- TAMPER,DOCTOR -- CIRCLES,0.737373737,6,2.61,M,929,55,1602,,,,,,,,,,,
23,dominant,long,NN,21,NAIL,,NAIL -- HAMMER,NAIL -- POLISH,NAIL -- WISDOM,0.66025641,4,2.753,M,938,56,1023,,,,,,,,,,,
23,dominant,long,NV,140,SWAMP,N,SWAMP -- MARSH,SWAMP -- OVERWHELM,SWAMP -- ROOFTOP,0.888888889,5,1.91,M,1003,60,750,,,,,,,,,,,
23,dominant,long,NN,73,ARMS,,ARMS -- BODY,ARMS -- WEAPONDS,ARMS -- SIMPLE,0.701388889,4,3.66,M,1146,69,930,,,,,,,,,,,
23,dominant,long,NN,61,DIAMOND,,DIAMOND -- GEM,DIAMOND -- BASEBALL,DIAMOND -- MANUAL,0.880434783,7,2.61,M,1267,76,1025,,,,,,,,,,,
23,dominant,long,NN,30,CRICKET,,CRICKET -- INSECT,CRICKET -- SPROT,CRICKET -- CANDLE,0.777027027,7,2.61,M,1353,81,4795,,,,,,,,,,,
23,dominant,long,NV,31,PITCH,V,PITCH -- CATCH,PITCH -- TONE,PITCH -- DUMB,0.95139,5,3.38,M,1531,92,890,,,,,,,,,,,
23,dominant,long,NN,131,DOUGH,,DOUGH -- COOKIE,DOUGH -- MONEY,DOUGH -- HOTEL,0.826086957,5,3.721,C,2082,125,5716,,,,,,,,,,,
23,dominant,long,NV,92,SOIL,N,SOIL -- PLANT,SOIL - SMUDGE,SOIL -- GRAVY,0.929292929,4,2.431,M,2154,129,1870,,,,,,,,,,,
23,dominant,short,NN,7,GAME,,GAME -- FOOTBALL,GAME -- HUNT,GAME -- TONGUE,0.797297297,4,3.2,M,700,42,2638,,,,,,,,,,,
23,dominant,short,NN,51,CANE,,CANE -- ELDERLY,CANE -- SUGAR,CANE -- PEANUT,0.482014388,4,2.8,M,895,54,,,,,,,,,,,,
23,dominant,short,NV,69,SKIRT,N,SKIRT -- BLOUSE,SKIRT -- AVOID,SKIRT -- ROBOT,0.878205128,5,2.794,M,926,55,1077,,,,,,,,,,,
23,dominant,short,NV,63,EGG,N,EGG -- CHICKEN,EGG -- TAUNT,EGG -- VELVET,0.842424242,3,2.51,M,982,59,1425,,,,,,,,,,,
23,dominant,short,NV,95,JERK,N,JERK -- MEAN,JERK -- YANK,JERK -- DEEP,0.410596026,4,3.59,M,1038,62,,,,,,,,,,,,
23,dominant,short,NN,132,BULB,,BULB -- LAMP,BULB -- FLOWER,BULB -- SUITS,0.821917808,4,2.95,M,1055,63,1704,,,,,,,,,,,
23,dominant,short,NN,59,STAFF,,STAFF -- FACULTY,STAFF -- STICK,STAFF -- ORANGE,0.682432432,5,3.06,M,1110,67,1806,,,,,,,,,,,
23,dominant,short,NN,70,TEMPLE,,TEMPLE -- CHURCH,TEMPLE -- FOREHEAD,TEMPLE -- KISSING,0.765151515,6,3.08,M,1111,67,2997,,,,,,,,,,,
23,dominant,short,NV,34,VAULT,N,VAULT -- BANK,VAULT -- JUMP,VAULT -- SOUL,0.745454545,5,3.594,M,1126,68,1214,,,,,,,,,,,
23,dominant,short,NN,107,CHEST,,CHEST -- BREAST,CHEST -- TREASURE,CHEST -- MUSICAL,0.5,5,2.83,M,1223,73,1144,,,,,,,,,,,
23,dominant,short,NV,60,BOLT,N,BOLT -- SCREW,BOLT -- RUN,BOLT -- KISS,0.635802469,4,3.791,M,1294,77,1758,,,,,,,,,,,
23,dominant,short,NN,29,RACKET,,RACKET -- TENNIS,RACKET -- NOISE,RACKET -- EXPERT,0.90647482,6,3.05,M,1350,81,6422,,,,,,,,,,,
23,dominant,short,NN,27,BALL,,BALL -- BOUNCE,BALL -- DANCE,BALL -- TARGET,0.690217391,4,3.29,M,1437,86,,,,,,,,,,,,
23,dominant,short,NV,101,DITCH,N,DITCH -- DIRT,DITCH -- LEAVE,DITCH -- MOVIE,1,5,3.8,M,1718,104,1915,,,,,,,,,,,
23,dominant,short,NV,111,DASH,V,DASH -- RUN,DASH -- SALT,DASH -- ROCK,0.939189189,4,3.64,M,1719,103,1480,,,,,,,,,,,
23,dominant,short,NV,35,SQUASH,N,SQUASH -- VEGETABLE,SQUASH -- FLATTEN,SQUASH -- PARANOIA,0.681818182,6,2.14,M,1837,110,,,,,,,,,,,,
23,RELATED FILLER,long,,110,MINTS,,MINTS -- CANDY,,,,,,M,727,44,,,,,,,,,,,,
23,RELATED FILLER,long,,112,PASTURE,,PASTURE -- GRAZE,,,,,,M,738,45,1375,,,,,,,,,,,
23,RELATED FILLER,long,,43,EASY,,EASY -- HARD,,,,,,M,771,46,1902,,,,,,,,,,,
23,RELATED FILLER,long,,6,ASTRONOMY,,ASTRONOMY -- STAR,,,,,,M,994,60,2184,,,,,,,,,,,
23,RELATED FILLER,long,,91,JOURNEY,,JOURNEY -- TRIP,,,,,,M,1002,60,1434,,,,,,,,,,,
23,RELATED FILLER,long,,17,FLESH,,FLESH -- SKIN,,,,,,M,1099,66,2106,,,,,,,,,,,
23,RELATED FILLER,long,,16,GROVE,,GROVE -- ORANGE,,,,,,M,1457,87,2335,,,,,,,,,,,
23,RELATED FILLER,short,,11,FOREST,,FOREST -- TREE,,,,,,M,671,40,1435,,,,,,,,,,,
23,RELATED FILLER,short,,4,DISLIKE,,DISLIKE -- HATE,,,,,,M,981,59,1439,,,,,,,,,,,
23,RELATED FILLER,short,,14,FEATHERS,,FEATHERS -- BIRD,,,,,,M,981,59,1127,,,,,,,,,,,
23,RELATED FILLER,short,,145,UNHAPPY,,UNHAPPY -- SAD,,,,,,M,1181,71,2846,,,,,,,,,,,
23,RELATED FILLER,short,,37,BOULDER,,BOULDER -- ROCK,,,,,,M,1182,71,2430,,,,,,,,,,,
23,RELATED FILLER,short,,26,CAVITY,,CAVITY -- TOOTH,,,,,,M,1209,73,1352,,,,,,,,,,,
23,RELATED FILLER,short,,117,FORGIVE,,FORGIVE -- FORGET,,,,,,M,1255,75,2423,,,,,,,,,,,
23,subordinate,long,NN,143,CALF,,CALF -- ANIMAL,CALF -- LEG,CALF -- MOON,0.76969697,4,3.406,M,602,36,3034,,,,,,,,,,,
23,subordinate,long,NN,142,KEY,,KEY -- LOCK,KEY -- PIANO,KEY -- HILL,0.812121212,3,3.282,M,779,47,3991,,,,,,,,,,,
23,subordinate,long,NN,137,HABIT,,HABIT -- CUSTOM,HABIT -- NUN,HABIT -- TUBES,0.612244898,5,2.53,C,794,48,,,,,,,,,,,,
23,subordinate,long,NV,82,QUIVER,V,QUIVER -- TREMBLE,QUIVER -- ARROW,QUIVER -- SPLASH,0.717391304,6,2.33,C,834,50,,,,,,,,,,,,
23,subordinate,long,NV,12,SOCK,N,SOCK -- SHOE,SOCK -- HIT,SOCK -- TEN,0.866666,4,3.869,C,961,58,888,,,,,,,,,,,
23,subordinate,long,NV,72,LOAF,N,LOAF -- BREAD,LOAF -- LAZY,LOAF -- ROLE,0.612068966,4,2.969,C,1011,61,1195,,,,,,,,,,,
23,subordinate,long,NN,18,STRAW,,STRAW -- HAY,STRAW -- SIP,STRAW -- OWL,0.5,5,2.458,M,1025,61,799,,,,,,,,,,,
23,subordinate,long,NN,24,GRAIN,,GRAIN -- WHEAT,GRAIN -- SAND,GRAIN -- DELAY,0.689189189,5,2.75,C,1051,63,2988,,,,,,,,,,,
23,subordinate,long,NN,108,CABINET,,CABINET -- SHELF,CABINET -- MINISTRY,CABINET -- THREAD,0.834482759,7,2.422,C,1130,68,1157,,,,,,,,,,,
23,subordinate,long,NN,126,FOOT,,FOOT -- TOE,FOOT -- INCH,FOOT -- HAWK,0.867346939,4,2.81,M,1138,69,950,,,,,,,,,,,
23,subordinate,long,NV,58,PEER,N,PEER -- FRIEND,PEER -- LOOK,PEER -- NIGHT,0.649350649,4,4.65,C,1236,74,,,,,,,,,,,,
23,subordinate,long,NV,46,COUNTER,N,COUNTER -- KITCHEN,COUNTER -- OPPOSE,COUNTER -- SHRINK,0.758169935,7,2.762,M,1249,75,1650,,,,,,,,,,,
23,subordinate,long,NV,10,DART,N,DART -- THROW,DART -- SPRINT,DART -- PORCH,0.736486486,4,2.692,M,1353,81,7927,,,,,,,,,,,
23,subordinate,long,NN,96,BEAM,,BEAM -- LIGHT,BEAM -- BALANCE,BEAM -- COUSIN,0.65034965,4,3.397,M,1355,81,3913,,,,,,,,,,,
23,subordinate,long,NV,39,BOIL,V,BOIL -- WATER,BOIL -- PIMPLE,BOIL -- DETAIL,1,4,3,M,1635,98,1807,,,,,,,,,,,
23,subordinate,long,NV,38,BAR ,N,BAR -- BEER,BAR -- FORBID,BAR -- SWING,0.834482759,4,3.12,C,1747,104,2199,,,,,,,,,,,
23,subordinate,short,NV,93,HARBOR,N,HARBOR -- BOAT,HARBOR -- SHELTER,HARBOR -- ISSUE,0.834482759,6,3.241,M,726,43,1737,,,,,,,,,,,
23,subordinate,short,NN,135,LIMB,,LIMB -- ARM,LIMB -- BRANCH,LIMB -- PLATE,0.563492063,4,3.12,M,732,44,1681,,,,,,,,,,,
23,subordinate,short,NV,115,STUB,N,STUB -- TICKET,STUB -- HURT,STUB -- MAJOR,0.296551724,4,3.728,M,807,48,,,,,,,,,,,,
23,subordinate,short,NV,44,PICTURE,N,PICTURE -- PORTRAIT,PICTURE -- IMAGINE,PICTURE -- CLIENTS,0.724489796,7,3.03,M,918,55,686,,,,,,,,,,,
23,subordinate,short,NN,74,CABLE,,CABLE -- TELEVISION,CABLE -- CORD,CABLE -- WHISTLE,0.716216216,5,2.9,M,934,57,978,,,,,,,,,,,
23,subordinate,short,NV,89,STUMP,N,STUMP -- WOOD,STUMP -- CONFUSE,STUMP -- CARPET,0.717241379,5,2.77,M,957,58,1190,,,,,,,,,,,
23,subordinate,short,NN,52,DIGIT,,DIGIT -- NUMBER,DIGIT -- FINGER,DIGIT -- CAUGHT,0.839378238,5,3.68,M,958,57,1760,,,,,,,,,,,
23,subordinate,short,NN,120,MARBLE,,MARBLE -- STONE,MARBLE -- ROUND,MARBLE -- MAGIC,0.489655172,6,3.43,C,982,59,1357,,,,,,,,,,,
23,subordinate,short,NN,123,FAULT,,FAULT -- BLAME,FAULT -- EARTHQUAKE,FAULT -- HOMEWORK,0.641891892,5,3.01,M,1006,60,967,,,,,,,,,,,
23,subordinate,short,NN,62,BEEF,,BEEF -- COMPLAINT,BEEF -- COMPLAINT,BEEF -- BLANKET,0.878787879,4,2.82,C,1070,64,578,,,,,,,,,,,
23,subordinate,short,NV,102,GRATE,V,GRATE -- SHRED,GRATE -- SEWER,GRATE -- SCALP,0.952702703,5,2.28,M,1159,70,1006,,,,,,,,,,,
23,subordinate,short,NN,57,GAS,,GAS -- PETROLEUM,GAS -- SOLID,GAS -- PAYROLL,0.794871795,3,2.41,M,1174,71,1171,,,,,,,,,,,
23,subordinate,short,NN,122,RULER,,RULER -- MEASURE,RULER -- KING,RULER -- SIGNAL,0.777777778,5,3.28,M,1254,75,2519,,,,,,,,,,,
23,subordinate,short,NV,105,HIDE,V,HIDE -- SEEK,HIDE -- COW,HIDE -- BAT,0.993,4,3.022,M,1334,80,2147,,,,,,,,,,,
23,subordinate,short,NV,136,FOIL,N,FOIL -- ALUMINUM,FOIL -- RUIN,FOIL -- STREAM,0.869281046,4,2.61,C,1407,84,1705,,,,,,,,,,,
23,subordinate,short,NV,83,MUG,N,MUG -- COFFEE,MUG -- ROB,MUG -- GROW,0.825,3,3.482,M,1662,99,2092,,,,,,,,,,,
23,unrelated,long,NV,100,HARP,N,HARP -- MUSIC,HARP -- NAG,HARP -- NOON,0.842424242,4,2.97,C,682,41,2142,,,,,,,,,,,
23,unrelated,long,NV,144,PRUNE,N,PRUNE -- FRUIT,PRUNE -- CUT,PRUNE -- WALL,0.829787234,5,3.56,C,770,46,2768,,,,,,,,,,,
23,unrelated,long,NV,139,PAGE,N,PAGE -- PAPER,PAGE -- CALL,PAGE -- HONEY,0.589041096,4,4.19,C,802,48,1369,,,,,,,,,,,
